car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,mean_rating,distance_sum,rating_min,speed_max,user_ride_quality_median,deviation_normal_count,user_uniq
J-1519931T,Hyundai Solaris,economy,petrol,4.28,2012,19784,2017,32.94,break_bug,5.433448275862069,12605818.308884509,0.5,112.95927324568466,18.83098149875872,174,174
w-1534281h,VW Tiguan,economy,petrol,4.7,2013,43382,2020,30.48,gear_stick,4.344080459770115,8092773.3986076275,0.1,102.91040144607732,16.65384903902447,174,173
q25090977a,Skoda Rapid,economy,petrol,3.02,2017,130192,2014,47.99,engine_ignition,3.9597701149425286,22551500.65433456,0.1,180.9163530193012,4.481019340753473,174,172
P14343623p,Skoda Rapid,economy,petrol,4.32,2013,39955,2016,44.05,electro_bug,4.690344827586207,11775251.208169276,0.0,189.76002902562985,-18.02065465396565,174,172
S87921938R,Kia Sportage,standart,petrol,2.54,2015,81075,2016,38.03,gear_stick,4.4990804597701155,14756810.157329485,0.1,105.29097027079976,2.073918887691212,174,172
Z-2503410m,Renault Sandero,standart,petrol,4.9,2015,84878,2016,25.55,break_bug,4.986609195402298,10284077.411581798,0.57,117.71189851291987,6.502472688119573,174,174
X15138491s,Nissan Qashqai,standart,petrol,3.64,2015,88467,2022,63.13,engine_ignition,4.208045977011494,17905936.582677346,0.1,179.59710559588757,10.212783183334277,174,172
s12797973g,VW Tiguan,economy,petrol,2.96,2013,36650,2022,29.62,wheel_shake,4.479597701149426,17412725.51580621,0.1,157.22385771459471,-8.886112737172542,174,170
S-2166867a,Renault Sandero,standart,petrol,4.58,2015,77531,2015,65.06,another_bug,4.572183908045977,14241596.179799424,0.1,165.08810537896602,-4.8531764929141,174,171
l21968436d,Renault Sandero,standart,petrol,3.58,2013,46708,2017,58.48,engine_ignition,4.151551724137931,14261048.924189748,0.1,185.75317782281076,-17.18256728647398,174,172
e48349275H,Smart Coupe,economy,petrol,4.44,2017,135192,2018,42.06,gear_stick,4.556436781609196,8986406.441877333,0.16,113.06371740992842,4.7756516946607,174,171
J-2076735y,Smart ForFour,economy,petrol,5.14,2015,73604,2017,35.48,gear_stick,4.559252873563218,12442866.732602581,0.44,103.37714424951857,-14.441187515283994,174,170
H73023939E,Kia Rio,economy,petrol,4.24,2013,40772,2016,51.34,engine_ignition,4.337758620689655,14514242.610658329,0.1,180.95105856087335,4.568321828969826,174,174
N-6929570j,Kia Sportage,standart,petrol,5.56,2012,21395,2018,30.2,engine_overheat,4.370689655172414,18004812.79552468,0.1,193.52150143052245,-3.4761746192060876,174,171
a68025486E,Kia Rio X-line,economy,petrol,3.82,2013,44337,2017,26.3,electro_bug,4.064655172413793,24598490.313839313,0.0,187.24103112798144,-3.9702095636899895,174,174
q-4068323Z,Kia Rio X-line,economy,petrol,5.9,2013,41179,2020,27.91,electro_bug,3.942068965517241,17948590.386832353,0.0,160.62432160903296,-1.4392251796935196,174,172
V15348382y,Renault Sandero,standart,petrol,4.12,2015,73441,2018,40.75,engine_overheat,4.189655172413793,19087177.12036739,0.1,193.39175021079745,-21.70728425923096,174,173
u14532736a,Smart ForFour,economy,petrol,3.26,2014,60524,2021,31.9,engine_overheat,3.9982758620689656,10415439.865621528,0.1,193.6793229926388,8.283410380123755,174,173
V40334761U,Smart Coupe,economy,petrol,4.38,2016,95641,2020,39.19,electro_bug,4.156206896551724,12272443.429408368,0.0,200.0,1.392986981489313,174,173
B-2214084P,Kia Rio X,economy,petrol,5.9,2011,6550,2020,44.3,wheel_shake,4.501896551724138,11519489.142308759,0.1,143.5682345264992,0.26580804642412736,174,169
q-1404140E,VW Tiguan,economy,petrol,4.56,2015,82940,2021,21.62,electro_bug,4.0248275862068965,11807703.335587384,0.0,192.45785026244403,3.253655816519375,174,174
A-3681208u,Smart ForFour,economy,petrol,4.66,2017,122882,2021,50.88,engine_ignition,4.23948275862069,14056062.002109865,0.1,191.93403535267203,9.167280377301086,174,173
E16896376o,VW Polo VI,economy,petrol,2.1,2015,89960,2018,42.61,engine_overheat,4.147758620689656,13435315.158084646,0.1,187.86917597722763,-8.615668106907716,174,172
d-2534590I,Renault Kaptur,standart,petrol,5.4,2014,69549,2016,63.29,another_bug,4.692701149425287,8858392.382318025,0.1,167.52398525605378,4.9276680485115705,174,172
S-1965116I,Kia Rio,economy,petrol,6.22,2012,22988,2016,39.32,break_bug,5.2443103448275865,10384899.975491,0.1,107.1943675066249,-27.28063316500309,174,174
b-4266665E,Kia Rio X-line,economy,petrol,3.68,2013,46131,2018,23.63,gear_stick,4.758275862068966,13679933.944001904,0.1,119.94281302305744,-0.8550432928217628,174,172
I13914989Z,Tesla Model 3,premium,electro,4.64,2016,98304,2019,103.75,engine_ignition,4.152241379310345,12913000.281348148,0.1,195.32130114292468,7.404675266659289,174,150
m47130393l,Smart ForTwo,economy,petrol,3.34,2014,58608,2022,45.82,engine_overheat,3.8622988505747124,22899359.77265416,0.1,196.48412024707844,3.0412301928565655,174,173
Q-7410329X,Audi A3,premium,petrol,4.78,2015,75722,2018,38.21,engine_overheat,4.32948275862069,12696806.422060529,0.1,184.99055881720236,-17.539413433430845,174,170
d-1297927q,Hyundai Solaris,economy,petrol,4.12,2014,56308,2017,53.93,engine_check,4.609597701149426,11377512.90616894,0.1,152.19880173051618,10.065974161817062,174,174
f-1056352e,Hyundai Solaris,economy,petrol,4.12,2012,22767,2018,25.71,break_bug,5.599597701149426,10298105.083385177,0.1,110.36229316417312,-6.388562316892271,174,172
u-2070489i,Volkswagen ID.4 ,premium,electro,5.5,2013,41332,2018,48.92,electro_bug,4.426149425287356,6207781.504581535,0.0,163.3118428973253,13.96129204126239,174,152
C16363758Y,Smart ForTwo,economy,petrol,4.48,2016,94443,2017,27.31,electro_bug,4.044252873563218,19810051.16549206,0.0,170.44005858234846,-1.1017230611834952,174,172
i14933910A,Kia Rio X,economy,petrol,3.94,2015,81129,2018,49.58,engine_ignition,4.016551724137931,23873170.5257288,0.1,193.7883486812672,-1.9884913201985226,174,172
r-1475357U,Smart ForFour,economy,petrol,4.6,2014,59799,2020,36.28,break_bug,5.396954022988506,9579564.996167766,0.14,118.73347052896624,14.045906191097274,174,173
X61893871I,Smart ForTwo,economy,petrol,3.72,2015,80822,2017,55.34,another_bug,4.83183908045977,13386520.288948374,0.1,198.0,-6.030599288150861,174,171
j-1317678J,Kia Rio,economy,petrol,7.54,2015,80710,2015,62.41,another_bug,4.7652298850574715,14050092.020980198,0.1,196.82563704401423,-4.8689477233684535,174,172
B-1975805X,Kia Rio X-line,economy,petrol,4.4,2014,55413,2017,25.14,break_bug,5.411436781609195,12716277.241483994,0.74,120.82621782249888,-9.57225040484295,174,174
x-7526060y,Kia Rio X-line,economy,petrol,4.82,2011,12613,2017,45.33,gear_stick,4.6402298850574715,9642183.696035853,0.71,108.05622708112956,29.777182092467054,174,172
v-1386883Q,Renault Sandero,standart,petrol,5.42,2011,5819,2020,28.58,engine_overheat,4.395344827586206,13620656.255712073,0.1,176.33722722565014,-11.350151332853915,174,174
A-1463575c,Renault Sandero,standart,petrol,4.92,2014,62218,2019,48.83,engine_check,4.510804597701149,16810670.066185046,0.1,161.0,13.882700436773469,174,172
w-9263433r,Renault Sandero,standart,petrol,4.34,2012,26336,2020,53.83,another_bug,4.909655172413793,7910441.967442679,0.1,200.0,-8.788436779791152,174,172
w19872753k,Kia Rio X-line,economy,petrol,3.6,2011,7238,2017,46.25,engine_check,4.504540229885057,18276998.203599807,0.1,165.0,15.857410803794085,174,167
C-7911141r,VW Tiguan,economy,petrol,4.42,2017,119510,2019,58.43,engine_check,4.713275862068966,13967941.039633395,0.1,159.0,-3.2770456881673207,174,167
s-1960417S,Audi Q3,premium,petrol,4.58,2013,41338,2017,65.81,engine_check,4.650229885057471,10354832.562188195,0.1,154.0,3.025661378952094,174,171
a-8546767B,VW Polo VI,economy,petrol,5.64,2012,20652,2014,50.24,engine_check,4.530114942528735,10707246.049940418,0.1,156.85902775345622,-0.7745961387749345,174,172
F93868144g,Renault Sandero,standart,petrol,3.36,2012,26471,2020,30.44,break_bug,5.448103448275862,2612843.485292785,0.6,135.6142367340562,2.552099933236139,174,172
T-2012068H,VW Polo,economy,petrol,4.52,2015,74201,2017,75.41,another_bug,4.629770114942529,6300998.95290126,0.1,195.0,-0.8041589170941369,174,169
w38704997k,Hyundai Solaris,economy,petrol,2.66,2015,79590,2022,67.77,another_bug,4.770862068965517,21364405.739676982,0.1,200.0,-11.107924593588784,174,170
R14058273F,VW Polo,economy,petrol,3.7,2012,18288,2015,36.8,break_bug,5.600057471264368,15252453.560396193,0.1,117.28937999796013,5.370421629646799,174,173
Y-1582411z,Smart ForFour,economy,petrol,2.98,2016,115362,2015,58.14,engine_ignition,4.188218390804598,11651813.961123075,0.1,194.47519027388284,-5.214358020480223,174,173
Q14512280H,Kia Sportage,standart,petrol,3.56,2015,72243,2016,32.99,electro_bug,4.574597701149425,16458002.784501256,0.0,200.0,-2.174152588049703,174,172
S18780622c,Kia Sportage,standart,petrol,4.34,2014,63740,2020,58.73,engine_ignition,4.312356321839081,14804004.004804382,0.1,186.6152777003699,4.647661446141313,174,173
K20448785V,Smart ForFour,economy,petrol,3.5,2017,122283,2018,34.86,engine_fuel,4.128333333333334,24899012.186261423,0.1,197.82220126115232,-6.231317026923518,174,171
c95874857y,Nissan Qashqai,standart,petrol,4.16,2014,58200,2016,63.84,engine_ignition,3.9116666666666666,13965162.493094899,0.1,184.51942487229485,-6.959958298859573,174,173
g25517695C,Mercedes-Benz E200,business,petrol,4.36,2014,60420,2020,44.16,engine_overheat,4.170344827586207,19743050.144124493,0.1,188.1945551643204,-5.20143446153174,174,169
R-1442786V,VW Polo VI,economy,petrol,4.36,2011,7998,2020,58.32,engine_check,4.744885057471264,22317078.97261111,0.2,170.0961805158371,-7.963667724175483,174,172
g-2283000q,Tesla Model 3,premium,electro,5.44,2015,75113,2020,49.28,gear_stick,4.413735632183908,14364221.9403449,0.1,101.97681304452236,-0.6505392453763168,174,141
I-9353552N,Renault Sandero,standart,petrol,5.42,2011,3429,2019,30.34,engine_overheat,4.2011494252873565,14437187.920162076,0.1,186.4851703081078,4.730044378585199,174,173
n-1751164y,Smart ForTwo,economy,petrol,4.58,2015,87819,2017,26.32,gear_stick,4.428275862068966,7410788.830233022,0.27,123.37593392777023,1.1557860893968834,174,173
E-2364794p,Smart Coupe,economy,petrol,6.02,2017,127810,2020,46.41,engine_ignition,4.46632183908046,17198269.456921536,0.1,163.0,-1.4507263242108586,174,170
Z10584890Y,Kia Rio X,economy,petrol,2.0,2015,82218,2017,34.92,engine_fuel,4.070057471264368,15096462.098717026,0.1,176.124471564081,-16.15885985794612,174,168
r21240148Z,Fiat 500,business,petrol,2.74,2013,40716,2020,44.0,gear_stick,4.469885057471265,16520994.221538763,0.1,114.12995459391676,9.60562889682296,174,173
d13892145k,VW Polo VI,economy,petrol,3.96,2011,1319,2015,26.74,wheel_shake,4.782988505747126,21967693.728267055,0.1,139.126176670277,8.26143011046082,174,173
N10423478l,MINI CooperSE,business,electro,4.08,2012,19131,2018,46.45,break_bug,5.337471264367816,16703112.368278703,0.1,99.9402170497675,-1.924861138551267,174,173
X45507052P,Smart ForTwo,economy,petrol,4.82,2015,90474,2015,33.04,electro_bug,4.449252873563218,12255795.763449531,0.0,171.86661286907662,2.35430448120342,174,170
w-1247054B,Smart ForFour,economy,petrol,4.96,2016,95216,2022,26.07,gear_stick,4.314425287356322,4748313.652281526,0.1,104.4800586040186,4.565743221640698,174,173
k-7428263u,Smart ForTwo,economy,petrol,5.38,2017,114016,2020,27.48,engine_fuel,3.6640804597701147,11353641.770190967,0.1,177.32978453952325,-7.279322271707391,174,173
I-1834975z,Mercedes-Benz GLC,business,petrol,4.0,2013,43345,2021,36.42,electro_bug,4.072758620689655,10668144.923296118,0.0,181.2135890492056,1.9973415159272592,174,173
X21759757Y,Kia Rio X,economy,petrol,2.26,2012,29307,2019,57.09,engine_ignition,3.9685632183908046,13938505.763046257,0.1,195.9175636782577,-5.310497020034407,174,174
g16808805U,Kia Rio,economy,petrol,2.64,2015,97573,2016,50.39,another_bug,4.688908045977011,17537658.135521796,0.1,185.514166971624,2.6128438207497275,174,172
t15817307U,Renault Kaptur,standart,petrol,4.46,2015,79278,2019,78.27,engine_check,4.706609195402299,10776333.515057897,0.1,159.0,4.720260063309917,174,173
K12580160n,Kia Sportage,standart,petrol,4.08,2014,66550,2021,35.14,gear_stick,4.528448275862069,12425572.213092877,0.33,93.68598078826598,-14.29497305519442,174,172
v24501032Z,Smart ForFour,economy,petrol,4.0,2014,66762,2020,60.63,engine_ignition,3.987988505747126,18092015.504973065,0.1,185.016229320041,-7.61397850740922,174,172
r-1234134E,Kia Rio X-line,economy,petrol,6.1,2014,63024,2016,29.54,gear_stick,4.500287356321839,8752145.319398092,0.1,101.26302719773884,-0.5201142669603488,174,172
F-4368553P,Kia Rio X,economy,petrol,3.16,2015,74617,2016,27.44,gear_stick,4.509137931034483,17956059.0232859,0.1,122.2234030327454,-10.816006789479973,174,172
e19460921k,Renault Kaptur,standart,petrol,2.6,2013,37289,2018,26.8,break_bug,5.242471264367817,12902711.251684073,0.1,119.33118428238272,5.782435089923268,174,173
l60900580P,VW Polo,economy,petrol,3.46,2011,7092,2015,27.15,break_bug,5.426954022988506,8206402.58238848,0.75,99.80874076101192,-8.17996287379523,174,173
L-1528963w,Kia Rio,economy,petrol,4.72,2011,925,2017,28.39,break_bug,5.082126436781609,5816908.973434258,0.1,118.27383390675894,-3.2031675869143132,174,173
h-5894617f,Kia Sportage,standart,petrol,5.68,2013,40935,2017,51.62,engine_ignition,3.96683908045977,19984733.602390032,0.1,194.73009752206175,8.284161763370331,174,174
s-4342091J,Renault Kaptur,standart,petrol,5.4,2014,63713,2016,55.58,another_bug,4.689022988505747,13190008.419906111,0.1,186.19342763615404,6.6715817035244065,174,171
d19132071d,Nissan Qashqai,standart,petrol,3.84,2014,58745,2017,44.75,engine_overheat,4.024770114942529,11186992.00310345,0.1,196.91943729126584,8.129974234471657,174,172
T17230987N,Hyundai Solaris,economy,petrol,3.16,2015,82226,2015,27.5,break_bug,5.388390804597702,11418851.33450394,0.38,111.35594986133988,-4.842833034952549,174,173
y-9963220p,Kia Sportage,standart,petrol,4.0,2013,42627,2018,39.05,gear_stick,4.473448275862069,11430589.81716784,0.1,106.1682100006882,1.374783782552575,174,171
e47564578c,Renault Kaptur,standart,petrol,4.04,2011,1592,2019,24.32,gear_stick,4.540919540229885,11999589.965672495,0.31,104.8885372896872,-1.352693040870581,174,174
A-1925405h,Nissan Qashqai,standart,petrol,5.12,2012,28735,2016,43.73,engine_overheat,4.304022988505747,19385228.20506641,0.1,198.209702814105,20.919293497319636,174,173
K-1675111t,Mercedes-Benz E200,business,petrol,4.36,2011,1108,2017,75.1,engine_check,4.455172413793104,7038989.066856327,0.1,155.0,-4.577818590394733,174,168
H97009055R,VW Polo VI,economy,petrol,3.14,2012,25098,2015,69.85,another_bug,4.766379310344828,10986690.696407173,0.1,193.0,0.0721744838358471,174,168
I19047773k,VW Polo VI,economy,petrol,4.12,2013,44204,2018,29.92,wheel_shake,4.5792528735632185,13470470.958698504,0.1,129.4139049774766,-6.342054518119722,174,173
n-4539806B,Kia Sportage,standart,petrol,5.24,2014,56573,2019,39.51,engine_check,4.787471264367816,15510706.58482919,0.1,158.0,6.379867055084093,174,169
i-1648732d,Renault Kaptur,standart,petrol,4.7,2011,391,2016,28.57,break_bug,5.490402298850575,13123635.288787121,0.1,125.4164246265576,-8.942900379168034,174,174
e16769908F,Renault Kaptur,standart,petrol,3.74,2013,38579,2018,65.1,engine_check,4.508563218390805,19299004.18383854,0.1,159.0,-11.379076718423605,174,170
F16255698J,Kia Rio X,economy,petrol,3.74,2015,76975,2014,50.07,engine_ignition,4.08316091954023,8191930.885049769,0.1,190.4868535639057,2.365939099413711,174,173
G62687264j,Skoda Rapid,economy,petrol,4.06,2017,132475,2020,51.42,engine_check,4.701724137931035,15012824.899423264,0.42,168.04561761944154,-0.2616533706041352,174,172
o-1192530z,Renault Sandero,standart,petrol,4.48,2013,46303,2016,37.05,engine_fuel,4.067528735632184,12094398.583697863,0.1,181.3080206706258,-18.74892155005442,174,169
I-3923390F,VW Polo,economy,petrol,4.64,2011,3491,2019,34.45,gear_stick,4.6337931034482756,10461724.326768331,0.1,114.82124394594123,-10.434499097709963,174,173
O-4279569M,VW Polo VI,economy,petrol,3.88,2015,88560,2016,43.27,gear_stick,4.628333333333334,16417958.318296686,0.1,106.57309477549748,-0.16769545700085425,174,171
H16125822e,Smart ForFour,economy,petrol,3.34,2014,66772,2016,46.88,engine_check,4.629367816091954,6113773.567677363,0.1,177.30479987123434,-8.736766442199375,174,174
o86542160V,Hyundai Solaris,economy,petrol,2.98,2015,79303,2016,31.8,gear_stick,4.57051724137931,11237801.405879116,0.1,123.53239730843904,-4.832099053499292,174,170
G13398649k,VW Polo,economy,petrol,4.2,2014,65872,2017,54.82,engine_ignition,4.133390804597702,17227251.31075008,0.1,187.40151060701365,-7.6974964142557525,174,170
a11345005q,Audi A4,premium,petrol,3.36,2015,85135,2018,79.36,engine_ignition,3.9803448275862072,11303603.303056065,0.1,199.41420045649735,22.430327704324505,174,172
I-1647122N,VW Tiguan,economy,petrol,4.6,2017,124126,2020,36.3,break_bug,5.589885057471264,11480726.56972266,0.3,121.98535207401925,0.3366464114746195,174,171
j39765515y,Kia Sportage,standart,petrol,4.56,2015,92775,2016,28.14,break_bug,5.215919540229885,11901629.620537268,0.53,112.28255124012205,-5.478181149613526,174,173
s22685968d,Skoda Rapid,economy,petrol,3.62,2014,61312,2018,35.65,electro_bug,4.14367816091954,9370980.262287062,0.0,192.30120347804703,-11.484129164562724,174,172
Z-3081671k,Nissan Qashqai,standart,petrol,5.9,2014,64192,2016,69.47,another_bug,4.694137931034483,12015695.995996052,0.1,193.27542654180516,7.125962267920894,174,172
q14945093N,VW Polo VI,economy,petrol,3.68,2014,67385,2018,33.93,wheel_shake,4.68448275862069,10337492.895981112,0.2,119.0,-1.5786383574426355,174,173
F72202302t,Smart ForTwo,economy,petrol,3.88,2017,106430,2019,52.01,engine_check,4.605862068965517,20448370.42233082,0.37,177.4203352309604,5.422813750893416,174,173
l21849080k,Skoda Rapid,economy,petrol,4.26,2017,110513,2017,23.12,break_bug,5.464712643678161,21942063.09844673,0.46,109.72536447831288,-0.0022508736000547,174,174
s54993523h,Smart Coupe,economy,petrol,3.18,2015,78583,2015,58.08,another_bug,4.567988505747127,19183934.886401393,0.1,187.0,2.8971255936698768,174,173
y-1123775i,Renault Kaptur,standart,petrol,6.24,2014,61969,2016,30.46,gear_stick,4.5086781609195405,5714709.388632041,0.1,131.3321720854777,4.239621122199203,174,171
M14149808l,Kia Rio X,economy,petrol,1.78,2011,5986,2014,33.51,electro_bug,4.300747126436782,14003190.558638876,0.0,193.0,-10.609698703983106,174,172
M20404037C,Kia Rio X,economy,petrol,3.98,2013,47147,2015,52.76,engine_check,4.702471264367817,9452880.08662392,0.1,159.86812484340285,7.38380087366925,174,171
b-1571829x,Mercedes-Benz E200,business,petrol,5.06,2012,19825,2020,29.36,gear_stick,4.657183908045977,19102148.656858567,0.1,98.97046194043769,-5.082502799529963,174,168
s16958043k,VW Polo VI,economy,petrol,4.32,2011,2383,2016,37.44,gear_stick,4.468793103448276,18690949.55247457,0.1,113.40314344182477,10.313351248714568,174,172
Y-1266722f,Renault Kaptur,standart,petrol,5.56,2015,83397,2016,32.56,electro_bug,3.9858045977011494,16991599.02455573,0.0,166.71917522327357,18.825871181695668,174,174
