car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class
f11377802P,VW Polo VI,economy,petrol,3.4,2011,1772,2020,14398.94,engine_ignition
r-4630038Z,VW Polo VI,economy,petrol,4.56,2011,4195,2017,8007.87,engine_ignition
N-1766675j,Kia Rio X,economy,petrol,5.1,2014,62001,2022,1680.14,gear_stick
D-1038999X,Kia Rio X-line,economy,petrol,4.96,2012,21181,2016,2909.89,engine_ignition
H-2121225S,Renault Kaptur,standart,petrol,4.8,2012,21755,2022,2579.09,engine_check
U92034837a,Hyundai Solaris,economy,petrol,4.04,2014,69081,2019,818.3,electro_bug
e47878499e,VW Polo VI,economy,petrol,4.3,2013,36546,2018,6298.26,engine_check
y15784992m,Smart Coupe,economy,petrol,3.24,2016,100060,2017,3613.86,engine_overheat
Q19568266H,VW Polo,economy,petrol,4.02,2013,42984,2015,595.62,break_bug
F-1306753r,Smart Coupe,economy,petrol,5.14,2013,43994,2017,1425.09,engine_overheat
g-1001106Y,Skoda Rapid,economy,petrol,4.24,2015,77989,2020,1100.89,engine_fuel
e41548122F,Smart ForTwo,economy,petrol,4.56,2016,110234,2017,2745.91,electro_bug
d-1191791F,Smart ForTwo,economy,petrol,6.72,2013,50542,2016,4573.05,break_bug
a-3508437r,Audi A4,premium,petrol,3.98,2016,110689,2018,8987.01,another_bug
n10768003a,Nissan Qashqai,standart,petrol,4.28,2012,22122,2021,3282.11,engine_ignition
V-1058917A,Mercedes-Benz E200,business,petrol,4.54,2013,45323,2018,10160.54,gear_stick
G-1064210J,Smart Coupe,economy,petrol,5.6,2017,129539,2020,3304.79,gear_stick
b37898483B,Smart ForTwo,economy,petrol,3.42,2015,88949,2018,2603.85,electro_bug
W-1942072H,Kia Rio,economy,petrol,5.96,2015,85713,2018,1980.81,break_bug
U11089784O,Skoda Rapid,economy,petrol,3.62,2017,128812,2016,4067.4,wheel_shake
o17364992e,Smart ForFour,economy,petrol,3.64,2015,86445,2017,2110.27,electro_bug
w10076088n,Kia Sportage,standart,petrol,4.06,2015,82353,2021,4294.57,engine_overheat
C-2006279f,Audi A4,premium,petrol,2.74,2013,43126,2019,12707.49,engine_check
E39641246E,Kia Sportage,standart,petrol,4.04,2013,36326,2021,3354.85,gear_stick
z14099268L,VW Polo VI,economy,petrol,3.94,2013,40857,2021,9356.08,engine_ignition
V-1025313d,VW Tiguan,economy,petrol,5.58,2016,94462,2017,731.97,wheel_shake
K20554631n,Nissan Qashqai,standart,petrol,3.66,2011,2783,2020,4671.8,electro_bug
F51416137Z,Renault Sandero,standart,petrol,3.94,2015,80102,2020,3000.12,engine_ignition
b-3264280n,Hyundai Solaris,economy,petrol,4.8,2011,3035,2021,5340.27,engine_ignition
D22362642k,Smart ForFour,economy,petrol,3.92,2013,46592,2014,5559.21,engine_ignition
q-1916829q,Audi A4,premium,petrol,5.92,2017,130541,2020,1176.06,engine_fuel
K-3971663p,Kia Rio X,economy,petrol,4.5,2015,81609,2017,1519.52,engine_check
A-3756325r,VW Tiguan,economy,petrol,4.12,2016,109459,2019,1682.28,break_bug
t50494237j,Nissan Qashqai,standart,petrol,2.72,2012,24621,2019,3255.98,engine_fuel
O-1799431p,VW Polo VI,economy,petrol,5.18,2014,57284,2021,2492.43,engine_overheat
R13692872e,Hyundai Solaris,economy,petrol,3.1,2015,80897,2020,2770.76,engine_overheat
C12335518x,Smart ForFour,economy,petrol,4.18,2014,61183,2018,1797.88,electro_bug
F19492836W,VW Tiguan,economy,petrol,4.5,2017,112855,2020,563.03,engine_fuel
X-1992655I,Mercedes-Benz GLC,business,petrol,4.24,2014,67172,2015,29919.12,another_bug
l10472079P,Kia Sportage,standart,petrol,3.4,2015,76715,2020,979.09,break_bug
O-4874952L,VW Tiguan,economy,petrol,6.26,2016,91306,2018,1605.54,another_bug
R-7424780C,MINI CooperSE,business,electro,4.74,2012,30175,2015,16281.76,break_bug
m17609944Y,Hyundai Solaris,economy,petrol,2.98,2012,24309,2015,3584.5,another_bug
i-4390733F,Mini Cooper,business,petrol,4.96,2011,1007,2018,20240.13,engine_check
W-1301331r,Smart Coupe,economy,petrol,4.86,2014,76742,2014,462.9,engine_fuel
M50269450O,Hyundai Solaris,economy,petrol,4.56,2015,87558,2017,1693.46,another_bug
I17502941F,VW Polo VI,economy,petrol,3.22,2012,26520,2014,3231.77,another_bug
v-9234388J,VW Polo VI,economy,petrol,4.86,2014,54274,2015,1640.61,another_bug
I16979704r,VW Polo VI,economy,petrol,3.88,2014,56409,2018,1372.22,electro_bug
s16218530z,Smart ForTwo,economy,petrol,2.88,2013,39450,2019,938.3,gear_stick
k-1405918G,Skoda Rapid,economy,petrol,5.3,2013,40347,2017,424.12,engine_fuel
d-7352777o,VW Polo VI,economy,petrol,5.52,2012,22525,2017,2793.51,another_bug
l61851567T,VW Polo,economy,petrol,5.24,2015,92675,2018,5533.75,engine_check
j-2201624B,Kia Sportage,standart,petrol,5.24,2014,55640,2017,1834.64,engine_overheat
n11802717C,Skoda Rapid,economy,petrol,4.3,2017,132832,2019,759.32,engine_fuel
j17565618E,Kia Rio X,economy,petrol,4.34,2013,47924,2021,2976.7,break_bug
k16623645q,Smart ForFour,economy,petrol,3.84,2016,103173,2019,1353.88,another_bug
b14467388K,VW Polo VI,economy,petrol,3.0,2011,147,2017,6804.57,engine_ignition
W-6742818R,Renault Kaptur,standart,petrol,5.16,2015,89470,2017,3491.5,engine_check
u22457924s,Skoda Rapid,economy,petrol,2.68,2013,44266,2017,1008.71,electro_bug
t18723800A,Skoda Rapid,economy,petrol,5.16,2015,94179,2018,4582.13,gear_stick
v-7054365O,Skoda Rapid,economy,petrol,4.1,2017,124005,2020,5535.82,another_bug
z-1602998Z,Kia Rio,economy,petrol,3.86,2014,64951,2019,3086.13,engine_check
x-3347185z,Kia Rio X-line,economy,petrol,5.04,2015,97690,2015,2413.13,gear_stick
n-5767544o,Audi A3,premium,petrol,5.28,2017,129974,2019,5330.54,gear_stick
e63361984l,Skoda Rapid,economy,petrol,3.06,2017,122855,2021,2434.68,gear_stick
Y54367590b,Kia Rio,economy,petrol,5.78,2012,18438,2019,6823.61,engine_ignition
y11935658q,Mercedes-Benz E200,business,petrol,3.02,2011,4762,2014,12121.91,engine_overheat
r12380190C,Skoda Rapid,economy,petrol,4.94,2015,87063,2017,2192.59,gear_stick
k19526508X,Audi A4,premium,petrol,3.24,2017,111161,2021,6668.99,break_bug
v53440686O,Kia Sportage,standart,petrol,4.54,2014,70966,2015,1985.27,engine_fuel
P-8697515N,Renault Sandero,standart,petrol,4.94,2015,87015,2017,3404.81,break_bug
A-1737634s,MINI CooperSE,business,electro,5.56,2013,44392,2017,6739.19,gear_stick
m-3564148V,Smart Coupe,economy,petrol,4.62,2013,40082,2022,4417.48,break_bug
p22837387w,VW Tiguan,economy,petrol,3.76,2017,131667,2017,356.74,engine_fuel
l34820395K,Renault Sandero,standart,petrol,2.68,2015,86364,2018,3362.86,engine_check
y-2198122N,Smart ForTwo,economy,petrol,5.62,2017,115296,2020,4697.69,engine_ignition
T-1279192Y,Smart ForTwo,economy,petrol,3.82,2015,78585,2021,3481.53,break_bug
n-8990441z,Renault Sandero,standart,petrol,6.7,2015,77361,2019,963.38,engine_overheat
P16794241p,Renault Sandero,standart,petrol,2.86,2011,3520,2017,6871.46,engine_ignition
t73149868J,Hyundai Solaris,economy,petrol,3.62,2015,92167,2016,2950.32,engine_check
j-7040669b,Smart Coupe,economy,petrol,3.62,2016,110782,2015,756.0,electro_bug
U22436282H,Renault Sandero,standart,petrol,4.1,2014,65503,2020,6089.88,engine_check
p79405056U,Smart ForTwo,economy,petrol,3.7,2017,122555,2018,1429.48,electro_bug
m-1601301c,Renault Sandero,standart,petrol,5.4,2015,89645,2018,3212.48,engine_check
X72181201T,VW Tiguan,economy,petrol,3.08,2017,116955,2018,1453.47,another_bug
t-9455268R,Nissan Qashqai,standart,petrol,3.84,2013,35433,2021,528.56,engine_fuel
C-1104155H,VW Tiguan,economy,petrol,6.5,2017,118123,2021,688.06,break_bug
U16248458j,Kia Rio X,economy,petrol,3.94,2013,42241,2020,350.91,wheel_shake
S-4120469L,Mini Cooper,business,petrol,3.82,2015,80980,2021,5733.37,engine_fuel
n-1232719B,Kia Sportage,standart,petrol,5.04,2015,78278,2019,1905.8,gear_stick
S18963318k,Smart Coupe,economy,petrol,3.62,2014,57045,2016,639.22,engine_fuel
G-2226752k,Audi Q3,premium,petrol,3.94,2013,44650,2019,19972.34,gear_stick
k93390324e,Mini Cooper,business,petrol,3.56,2015,80585,2018,1316.74,engine_fuel
V-1918392R,Skoda Rapid,economy,petrol,4.92,2014,67785,2020,4134.03,engine_check
N17803792H,Kia Rio,economy,petrol,3.28,2013,48102,2014,4251.21,gear_stick
A32458478u,VW Polo VI,economy,petrol,1.9,2015,86195,2022,5632.55,engine_check
R-1710572o,Skoda Rapid,economy,petrol,4.8,2017,115709,2016,1425.11,break_bug
p81265760I,VW Polo VI,economy,petrol,2.64,2015,87089,2016,827.74,engine_overheat
v-1155372j,Kia Sportage,standart,petrol,4.7,2013,40945,2022,2401.65,engine_ignition
z73688663a,Skoda Rapid,economy,petrol,3.34,2013,43291,2020,3007.92,engine_check
X-1036784d,VW Polo,economy,petrol,3.46,2013,58090,2016,1139.86,wheel_shake
r-1281369M,Kia Sportage,standart,petrol,3.96,2015,86796,2016,343.38,gear_stick
e-2751485D,Kia Sportage,standart,petrol,5.06,2014,60168,2019,2841.29,engine_overheat
Q-1670265e,Smart Coupe,economy,petrol,4.66,2014,55577,2018,4266.28,engine_ignition
v-1937023k,Kia Rio,economy,petrol,6.36,2012,22693,2018,1616.25,break_bug
l20591979C,Renault Kaptur,standart,petrol,3.38,2015,84574,2020,666.24,break_bug
c50744646N,VW Polo,economy,petrol,3.5,2015,86909,2017,2518.2,another_bug
P13663597M,Kia Sportage,standart,petrol,4.16,2015,77634,2016,6202.38,engine_ignition
Q11996423R,VW Polo,economy,petrol,3.92,2014,69295,2015,1018.05,wheel_shake
p33048720U,Renault Sandero,standart,petrol,1.32,2015,83853,2021,3943.2,engine_fuel
W17327191z,Smart Coupe,economy,petrol,4.42,2013,42066,2017,2274.52,gear_stick
X27634860c,VW Polo,economy,petrol,5.16,2014,55548,2016,430.05,wheel_shake
h11151569D,Smart ForFour,economy,petrol,3.4,2015,79021,2019,2215.36,gear_stick
w13862354L,Kia Sportage,standart,petrol,4.08,2014,57624,2018,3011.99,engine_check
G-1225214b,Kia Sportage,standart,petrol,4.62,2013,45652,2014,1509.94,engine_check
A-1049127W,Hyundai Solaris,economy,petrol,4.68,2011,1990,2016,2285.76,engine_overheat
B-1232981t,Kia Rio X,economy,petrol,4.54,2014,58913,2019,3724.97,electro_bug
m70682170q,Kia Rio X-line,economy,petrol,5.02,2012,24705,2016,1333.94,break_bug
K-1744621w,VW Polo VI,economy,petrol,5.7,2011,3944,2017,2879.41,wheel_shake
V43499402t,Nissan Qashqai,standart,petrol,3.9,2013,39812,2020,13585.1,another_bug
f-2278263a,Renault Kaptur,standart,petrol,4.82,2013,43819,2020,1051.78,break_bug
g-6471498I,MINI CooperSE,business,electro,4.54,2012,19342,2018,7788.92,another_bug
i-3205593N,Smart ForFour,economy,petrol,4.26,2017,113826,2020,1230.03,engine_fuel
l65240349Z,Renault Sandero,standart,petrol,4.22,2015,71849,2022,1915.9,gear_stick
L-2024330N,Kia Sportage,standart,petrol,4.32,2012,26584,2017,6951.18,engine_check
c20826490j,Kia Rio X-line,economy,petrol,3.92,2011,1313,2019,1795.15,electro_bug
c-1675806d,Skoda Rapid,economy,petrol,4.18,2017,131026,2020,871.17,wheel_shake
Q-2037054s,Renault Sandero,standart,petrol,4.9,2014,64792,2016,2059.42,gear_stick
i-8030392l,Kia Rio X-line,economy,petrol,4.7,2015,84448,2016,6337.5,engine_ignition
H56874337I,Smart ForTwo,economy,petrol,3.56,2016,108452,2018,5229.91,engine_overheat
l-2088564B,VW Polo VI,economy,petrol,4.72,2013,36669,2017,1800.96,wheel_shake
g-1503076Q,Smart ForFour,economy,petrol,6.08,2017,134494,2017,2428.63,engine_check
z22851238e,VW Polo,economy,petrol,2.68,2011,847,2019,1046.84,gear_stick
I-7566385U,Kia Sportage,standart,petrol,4.58,2014,64138,2021,2067.98,break_bug
Z16147645X,Skoda Rapid,economy,petrol,3.7,2015,81430,2021,479.26,engine_fuel
r-1558153U,Audi Q3,premium,petrol,4.64,2017,126002,2020,4620.18,electro_bug
o-9448236d,Renault Kaptur,standart,petrol,5.68,2013,41695,2019,2117.31,engine_fuel
m17658099N,Hyundai Solaris,economy,petrol,4.02,2014,66759,2020,4019.58,engine_check
q-1536726P,Renault Kaptur,standart,petrol,5.14,2012,19322,2016,2548.51,another_bug
v-1736895l,Skoda Rapid,economy,petrol,5.82,2017,138349,2020,1534.49,engine_check
H-1807268T,VW Polo,economy,petrol,5.34,2014,57017,2020,1854.95,wheel_shake
n-1768418D,Nissan Qashqai,standart,petrol,4.86,2012,21071,2017,627.69,engine_fuel
k55997232L,Hyundai Solaris,economy,petrol,4.76,2014,65451,2014,1037.57,gear_stick
L-2169697n,Kia Sportage,standart,petrol,4.78,2015,76990,2019,1644.27,engine_fuel
E-5768743C,Mercedes-Benz GLC,business,petrol,4.2,2013,42048,2016,5459.41,engine_overheat
s-4094631m,VW Polo,economy,petrol,5.52,2012,18037,2016,2664.77,break_bug
V20793549R,Renault Sandero,standart,petrol,3.42,2011,2744,2020,5161.66,another_bug
g11868644O,VW Tiguan,economy,petrol,1.86,2013,45175,2020,1988.28,electro_bug
k50823429c,Skoda Rapid,economy,petrol,2.4,2016,94043,2018,2593.12,engine_ignition
T-5659136s,Hyundai Solaris,economy,petrol,4.68,2011,637,2014,6603.34,engine_ignition
Y17601105t,Renault Kaptur,standart,petrol,1.92,2012,22679,2017,2296.14,gear_stick
c60273416t,Renault Kaptur,standart,petrol,4.42,2013,44889,2019,1081.18,break_bug
t21606510Y,Hyundai Solaris,economy,petrol,4.42,2012,22197,2016,3406.13,engine_ignition
R88159240t,VW Polo VI,economy,petrol,3.14,2011,6258,2015,1398.27,electro_bug
L21442805h,Kia Sportage,standart,petrol,3.28,2014,66223,2015,3379.23,engine_check
u-2025209s,Mercedes-Benz GLC,business,petrol,4.28,2015,86541,2020,28351.07,another_bug
I97024995K,Kia Rio X,economy,petrol,4.84,2015,86783,2019,1678.11,break_bug
P95971972i,Kia Rio X-line,economy,petrol,3.98,2013,42404,2019,1929.67,engine_overheat
P10296494R,Kia Rio,economy,petrol,3.96,2015,82558,2018,3178.55,gear_stick
o-1588203t,VW Polo VI,economy,petrol,4.04,2014,61872,2015,2068.4,engine_check
S-1915237T,VW Tiguan,economy,petrol,4.46,2016,99518,2019,2368.78,engine_fuel
u-1715408i,Renault Kaptur,standart,petrol,5.22,2013,42956,2016,2191.24,engine_check
P-7445835e,Renault Kaptur,standart,petrol,4.66,2011,2356,2017,360.69,gear_stick
Z-3125529h,Smart ForTwo,economy,petrol,4.86,2016,108895,2015,387.82,wheel_shake
C-1198893D,Kia Rio X-line,economy,petrol,5.24,2012,21941,2016,561.2,engine_overheat
u-1140095Q,Kia Rio,economy,petrol,4.54,2014,62490,2015,3149.74,engine_overheat
I-8039148a,VW Polo,economy,petrol,5.42,2015,74720,2015,7722.61,engine_ignition
C23250927C,Fiat 500,business,petrol,3.12,2014,65007,2016,8436.2,engine_overheat
i36367577X,Smart Coupe,economy,petrol,4.56,2014,66115,2017,5117.6,engine_check
J-1264842C,MINI CooperSE,business,electro,5.36,2013,42862,2016,7244.64,engine_overheat
X-1729593v,Nissan Qashqai,standart,petrol,4.46,2014,57333,2022,8110.79,another_bug
W18935144W,Nissan Qashqai,standart,petrol,2.68,2012,22306,2019,2358.04,engine_overheat
c-5615180M,Mercedes-Benz GLC,business,petrol,4.44,2013,44817,2015,9183.1,another_bug
a-1993580l,Kia Rio,economy,petrol,5.46,2015,72090,2014,4380.17,wheel_shake
l20015000O,Hyundai Solaris,economy,petrol,4.1,2013,42828,2022,2276.07,engine_overheat
t-1890179i,Kia Sportage,standart,petrol,5.24,2014,65088,2016,2619.56,engine_check
r-2150771s,Hyundai Solaris,economy,petrol,4.36,2011,4907,2014,446.72,engine_fuel
b-8006722p,VW Tiguan,economy,petrol,5.56,2013,37195,2020,2339.59,gear_stick
h-1013836h,Smart ForFour,economy,petrol,3.5,2017,122683,2016,680.18,break_bug
O15208534I,Hyundai Solaris,economy,petrol,2.4,2014,59753,2020,3207.62,engine_ignition
a-2094929a,Audi Q3,premium,petrol,5.3,2013,41847,2022,19677.24,engine_ignition
z-1514384W,Kia Rio X-line,economy,petrol,4.9,2011,8034,2015,1196.44,electro_bug
s-1243339h,MINI CooperSE,business,electro,5.66,2013,38906,2016,73135.2,another_bug
Z-1691162B,Mini Cooper,business,petrol,6.04,2015,90795,2019,7570.0,break_bug
P-1412506Z,Volkswagen ID.4 ,premium,electro,4.36,2016,100284,2019,6376.75,electro_bug
I77886789f,Kia Rio X,economy,petrol,4.1,2013,43323,2017,1402.9,wheel_shake
e89496897S,Smart ForTwo,economy,petrol,3.9,2016,95162,2015,556.35,wheel_shake
H-2061992E,Audi A3,premium,petrol,6.0,2016,109043,2021,12925.74,another_bug
r12485993Y,Kia Rio,economy,petrol,3.24,2015,70966,2022,764.4,gear_stick
h-4055905a,Kia Rio X-line,economy,petrol,4.56,2015,76401,2018,1609.3,engine_overheat
g66229611W,Hyundai Solaris,economy,petrol,3.9,2014,58485,2022,2153.02,another_bug
t-5576466l,VW Tiguan,economy,petrol,4.82,2015,77152,2021,8002.15,engine_overheat
O13566304w,Hyundai Solaris,economy,petrol,3.98,2015,86024,2015,656.52,gear_stick
M-1459552x,Renault Sandero,standart,petrol,5.62,2013,38104,2019,2309.16,break_bug
t18819186j,Smart ForFour,economy,petrol,2.04,2017,128730,2018,7076.67,engine_ignition
b-6894725S,Renault Sandero,standart,petrol,3.72,2012,24404,2018,2814.7,electro_bug
U-1517611e,Smart Coupe,economy,petrol,5.3,2016,103648,2022,1897.68,wheel_shake
f-1766985X,Audi A4,premium,petrol,4.66,2017,121303,2021,14704.34,electro_bug
r-4232284g,Kia Sportage,standart,petrol,5.28,2015,81653,2016,5111.42,engine_ignition
u-7756149A,VW Polo VI,economy,petrol,5.08,2013,39926,2017,5681.75,engine_overheat
x-5093569t,Hyundai Solaris,economy,petrol,4.6,2015,86966,2016,6352.52,another_bug
i-1106718P,Tesla Model 3,premium,electro,4.72,2015,75786,2017,97699.24,engine_ignition
m19179340R,Nissan Qashqai,standart,petrol,4.04,2014,62873,2016,3868.55,engine_ignition
p-8676887s,Smart ForFour,economy,petrol,5.54,2015,92117,2019,951.42,break_bug
O21645254m,Mercedes-Benz E200,business,petrol,3.92,2012,23853,2018,2874.12,break_bug
F18814121v,Renault Kaptur,standart,petrol,2.5,2014,54725,2017,2811.57,another_bug
M-1529406d,Renault Kaptur,standart,petrol,4.2,2014,65717,2021,408.04,engine_fuel
S-1051984S,Skoda Rapid,economy,petrol,5.48,2016,100108,2020,3513.39,engine_check
v10745703c,VW Tiguan,economy,petrol,4.96,2015,86895,2022,6264.27,another_bug
l57128172Q,Hyundai Solaris,economy,petrol,4.28,2013,39001,2019,570.25,gear_stick
Z-7997184C,Kia Rio,economy,petrol,3.46,2011,4848,2021,1230.84,gear_stick
z86911952C,Nissan Qashqai,standart,petrol,2.72,2013,37481,2021,1123.69,electro_bug
n-3242143c,Nissan Qashqai,standart,petrol,3.78,2014,62018,2015,807.77,electro_bug
I29523102L,Nissan Qashqai,standart,petrol,4.02,2015,81963,2017,463.84,engine_fuel
g-7424670L,Volkswagen ID.4 ,premium,electro,3.02,2013,41778,2020,27943.93,electro_bug
z45708153c,Smart ForTwo,economy,petrol,2.44,2013,42828,2020,1575.27,engine_overheat
P-1980717v,Mini Cooper,business,petrol,5.14,2014,58589,2021,3382.4,engine_overheat
O-2198733k,Renault Kaptur,standart,petrol,3.7,2013,37831,2021,2023.08,engine_check
j21765409E,VW Tiguan,economy,petrol,3.08,2015,70522,2021,5070.22,another_bug
P-2832417U,VW Tiguan,economy,petrol,3.36,2014,61465,2018,5136.8,engine_check
S11905138M,Mercedes-Benz E200,business,petrol,2.64,2015,92250,2016,1420.91,engine_fuel
V21472170q,Smart Coupe,economy,petrol,4.2,2017,106855,2019,1169.92,break_bug
F-5640696g,VW Polo VI,economy,petrol,6.56,2014,56909,2020,1453.94,another_bug
i10103684i,Kia Sportage,standart,petrol,4.44,2013,43672,2018,2719.76,engine_check
L13493904m,Smart Coupe,economy,petrol,3.36,2017,127960,2016,2685.41,break_bug
S17718285e,VW Tiguan,economy,petrol,3.8,2017,132752,2020,1698.28,engine_overheat
W-2201967O,Skoda Rapid,economy,petrol,5.08,2014,59787,2015,7840.51,another_bug
G36366245G,Kia Rio X,economy,petrol,4.96,2015,71765,2019,1485.84,electro_bug
k-1039028Y,Renault Kaptur,standart,petrol,4.36,2011,611,2016,1189.63,engine_fuel
d-2008716O,Smart ForFour,economy,petrol,4.88,2015,81745,2015,6147.29,another_bug
x-1299683h,Kia Rio X-line,economy,petrol,4.28,2013,45221,2021,2573.42,engine_check
r95144569S,Nissan Qashqai,standart,petrol,3.96,2011,2813,2018,542.73,break_bug
v19098891O,Fiat 500,business,petrol,2.98,2013,44760,2017,1899.35,break_bug
l-5953507c,Hyundai Solaris,economy,petrol,4.46,2015,75389,2017,3024.11,gear_stick
W-1211129e,VW Polo VI,economy,petrol,6.84,2015,77971,2021,3924.24,engine_check
f18094807B,Kia Rio,economy,petrol,4.28,2014,59112,2017,3298.2,gear_stick
W78003964P,Renault Kaptur,standart,petrol,4.08,2013,39147,2016,3300.7,engine_check
X-1621523j,Kia Sportage,standart,petrol,4.44,2012,28954,2017,2199.52,another_bug
V-1546513V,Kia Sportage,standart,petrol,5.22,2012,21239,2015,2694.1,gear_stick
F-8586878o,Renault Kaptur,standart,petrol,4.9,2012,21449,2017,4778.91,engine_ignition
U55413283u,Renault Sandero,standart,petrol,3.56,2015,75781,2017,2247.72,engine_fuel
G60874546x,Kia Sportage,standart,petrol,4.38,2012,21922,2018,1655.51,break_bug
j-3298639y,Smart Coupe,economy,petrol,5.42,2017,118052,2019,2775.62,engine_fuel
a-2231592K,Kia Rio X,economy,petrol,5.88,2012,20475,2017,2678.18,another_bug
u20900113b,VW Polo,economy,petrol,3.8,2015,74795,2016,2223.3,electro_bug
t41251369W,Hyundai Solaris,economy,petrol,3.12,2011,2664,2016,5777.21,another_bug
J-2227260C,Smart ForTwo,economy,petrol,4.78,2013,43498,2020,393.62,wheel_shake
B23940306W,Kia Rio,economy,petrol,4.86,2015,80499,2016,9264.56,engine_ignition
P10250273P,Nissan Qashqai,standart,petrol,4.14,2011,110,2019,2895.08,another_bug
r22736648k,Kia Rio,economy,petrol,4.2,2015,77703,2016,4922.98,engine_ignition
c46100183j,Skoda Rapid,economy,petrol,3.4,2016,96756,2020,5130.8,break_bug
G62087174h,Renault Kaptur,standart,petrol,4.6,2011,2306,2020,6077.75,electro_bug
q-5999331f,VW Polo VI,economy,petrol,5.7,2014,65042,2021,415.28,wheel_shake
i13348473C,Renault Kaptur,standart,petrol,3.36,2015,83122,2017,985.76,gear_stick
L22673753u,VW Tiguan,economy,petrol,4.5,2013,40397,2020,685.56,gear_stick
c18052201Q,Mercedes-Benz GLC,business,petrol,1.28,2015,80874,2020,8634.2,break_bug
