car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_class,year_to_work,target_reg
standart,petrol,4.18,2015,75858,w-2294853S,Kia Sportage,another_bug,2018,79.69014402341813
standart,petrol,5.12,2012,19701,s-2062095H,Renault Sandero,gear_stick,2016,38.03913514881375
economy,petrol,4.2,2015,83400,v13590850L,Kia Rio X,engine_ignition,2014,59.03518116973744
standart,petrol,4.4,2015,87391,N-7018320r,Nissan Qashqai,engine_ignition,2019,59.08142551838479
economy,petrol,4.3,2014,71807,C-8860661H,VW Polo,gear_stick,2022,26.342967775136454
standart,petrol,5.78,2015,93706,e-1657282o,Nissan Qashqai,engine_overheat,2017,38.38758425445554
economy,petrol,5.08,2014,57442,a-1090366N,VW Tiguan,engine_overheat,2017,58.86027233368938
economy,petrol,2.4,2016,94766,X13157100E,Smart Coupe,wheel_shake,2016,32.22920871514387
business,petrol,5.18,2014,67311,h-2273764e,Fiat 500,engine_ignition,2021,60.906785968520566
economy,petrol,4.9,2013,38317,B-2140476J,Smart ForTwo,engine_ignition,2019,50.71435033428225
premium,petrol,4.52,2016,92850,T-1979577d,Audi Q3,electro_bug,2022,38.33253757706009
economy,petrol,4.74,2011,5334,T10443943B,Kia Rio X,break_bug,2017,31.336064213223594
economy,petrol,4.94,2012,24580,p-8263041e,Kia Rio X-line,engine_ignition,2015,56.41437039692395
economy,petrol,4.82,2017,117953,Y-1681893d,Smart Coupe,engine_ignition,2014,62.21335181326621
economy,petrol,4.8,2011,1876,C-7059083l,Kia Rio X-line,electro_bug,2017,28.26528200153475
economy,petrol,4.38,2016,96277,V-2775445H,Smart Coupe,electro_bug,2016,27.245385333382316
economy,petrol,3.88,2011,258,w-1017091K,Kia Rio,wheel_shake,2016,26.836886624786292
economy,petrol,4.7,2014,57558,M-1236720D,Smart ForTwo,engine_overheat,2019,41.534018222594476
economy,petrol,4.08,2014,55325,I-7194770x,Smart ForTwo,electro_bug,2015,30.378960315263612
economy,petrol,5.1,2014,61248,Y-1359331n,Kia Rio,engine_check,2016,55.97837733525944
business,petrol,4.86,2014,63881,m13987388S,Mercedes-Benz E200,break_bug,2019,33.536557421372294
economy,petrol,5.82,2016,102626,J-3845561g,VW Tiguan,engine_check,2017,63.2019301470361
business,petrol,2.8,2014,56406,w17315089Z,Mercedes-Benz GLC,gear_stick,2016,38.3530892660934
business,petrol,5.16,2012,21317,f-1380237E,Mini Cooper,electro_bug,2019,33.875080117630795
economy,petrol,4.28,2012,19784,J-1519931T,Hyundai Solaris,break_bug,2017,29.28726257182853
economy,petrol,3.96,2011,9786,P10499796W,Kia Rio X,engine_fuel,2017,44.89935627222421
economy,petrol,4.7,2013,43382,w-1534281h,VW Tiguan,gear_stick,2020,28.302825193616773
economy,petrol,3.02,2017,130192,q25090977a,Skoda Rapid,engine_ignition,2014,50.656497162499484
economy,petrol,4.32,2013,39955,P14343623p,Skoda Rapid,electro_bug,2016,43.51329061338901
standart,petrol,2.54,2015,81075,S87921938R,Kia Sportage,gear_stick,2016,38.15337438557624
standart,petrol,4.9,2015,84878,Z-2503410m,Renault Sandero,break_bug,2016,21.990176124069805
economy,petrol,4.76,2013,47587,l-1844181l,VW Polo VI,engine_check,2019,51.37235195661175
standart,petrol,3.64,2015,88467,X15138491s,Nissan Qashqai,engine_ignition,2022,62.62049420753837
standart,petrol,3.34,2015,83012,g13957568L,Renault Sandero,engine_overheat,2019,47.95666297504226
economy,petrol,2.96,2013,36650,s12797973g,VW Tiguan,wheel_shake,2022,30.168534932324388
economy,petrol,4.3,2011,3157,R-5598576l,VW Polo,engine_overheat,2016,49.110681278290464
standart,petrol,4.44,2013,38884,n59321309Q,Renault Sandero,gear_stick,2018,37.96924319945849
economy,petrol,4.42,2016,97531,R-1193631X,Smart ForTwo,gear_stick,2014,26.166019304859496
standart,petrol,4.58,2015,77531,S-2166867a,Renault Sandero,another_bug,2015,63.18771306981445
economy,petrol,3.94,2013,38668,y-2178923H,Kia Rio,electro_bug,2020,42.7191150231943
economy,petrol,4.18,2016,92973,m73284992F,Smart ForTwo,wheel_shake,2017,30.61315608008723
standart,petrol,3.58,2013,46708,l21968436d,Renault Sandero,engine_ignition,2017,57.34862897060795
economy,petrol,4.62,2014,65184,Z-2537370X,Smart Coupe,another_bug,2018,81.38887629398968
standart,petrol,3.64,2014,66866,t17276860j,Kia Sportage,engine_ignition,2016,52.76269109927076
standart,petrol,2.76,2012,19709,y33047270r,Renault Sandero,gear_stick,2016,37.590513106257184
economy,petrol,4.44,2017,135192,e48349275H,Smart Coupe,gear_stick,2018,41.48655311611944
economy,petrol,5.14,2015,73604,J-2076735y,Smart ForFour,gear_stick,2017,38.700531101978775
economy,petrol,4.68,2015,81567,b-9079908N,Hyundai Solaris,another_bug,2022,62.42517294078135
economy,petrol,4.24,2013,40772,H73023939E,Kia Rio,engine_ignition,2016,49.391668115582135
standart,petrol,3.74,2013,43393,q92579907V,Nissan Qashqai,engine_ignition,2020,63.16406504484446
economy,petrol,4.12,2017,128012,Z94669875T,Smart ForTwo,engine_ignition,2017,61.06493096665279
economy,petrol,3.16,2014,62576,M86375856k,VW Tiguan,engine_check,2021,56.13971820711709
economy,petrol,3.18,2013,44792,c23067621B,Kia Rio X-line,break_bug,2017,32.969605321983686
standart,petrol,4.78,2015,90263,L-1838617u,Nissan Qashqai,engine_ignition,2022,66.11514146486815
standart,petrol,5.56,2012,21395,N-6929570j,Kia Sportage,engine_overheat,2018,30.23696854853547
economy,petrol,4.58,2014,56907,s-1063517N,Kia Rio X-line,break_bug,2020,27.81392352266034
economy,petrol,3.82,2013,44337,a68025486E,Kia Rio X-line,electro_bug,2017,25.34555310849319
economy,petrol,5.9,2013,41179,q-4068323Z,Kia Rio X-line,electro_bug,2020,29.3602621241719
standart,petrol,4.12,2015,73441,V15348382y,Renault Sandero,engine_overheat,2018,40.921698563864965
standart,petrol,5.72,2013,42570,x-1172003m,Kia Sportage,another_bug,2017,71.91214628069335
standart,petrol,3.72,2012,23929,Q10654514V,Kia Sportage,engine_fuel,2018,32.192745719296944
economy,petrol,3.26,2014,60524,u14532736a,Smart ForFour,engine_overheat,2021,31.849732460599217
standart,petrol,4.94,2014,67924,A-3425095J,Renault Sandero,engine_overheat,2021,28.037829651467785
economy,petrol,5.22,2014,55824,F-1854480x,Kia Rio X-line,engine_check,2019,48.60116703309782
economy,petrol,4.52,2014,63914,C-1953190j,Kia Rio X,wheel_shake,2018,38.901668722517115
economy,petrol,4.44,2013,40968,l41267361i,Smart Coupe,engine_overheat,2019,59.073548950510926
economy,petrol,3.52,2012,26352,N90091958O,Kia Rio,electro_bug,2017,27.609698928367997
standart,petrol,2.4,2015,81614,z20306091J,Renault Sandero,engine_fuel,2017,33.1302805671973
business,petrol,3.28,2012,22674,F94970727I,Fiat 500,engine_ignition,2016,59.8258666018068
economy,petrol,4.38,2016,95641,V40334761U,Smart Coupe,electro_bug,2020,36.83447335694476
economy,petrol,5.9,2011,6550,B-2214084P,Kia Rio X,wheel_shake,2020,42.65655459381928
economy,petrol,4.56,2015,82940,q-1404140E,VW Tiguan,electro_bug,2021,20.558225788926716
economy,petrol,4.66,2017,122882,A-3681208u,Smart ForFour,engine_ignition,2021,48.04159589650499
business,petrol,4.62,2014,63872,M14830267a,Mercedes-Benz E200,gear_stick,2015,42.39978243896655
economy,petrol,4.76,2014,56384,i-1101173g,VW Tiguan,wheel_shake,2020,28.856847824618384
economy,petrol,4.3,2015,86900,l-7821340d,VW Polo,engine_ignition,2017,54.11527084642114
economy,petrol,3.5,2017,120386,I18827052n,Smart ForTwo,wheel_shake,2018,23.060375409394943
economy,petrol,1.78,2011,430,Z14111948t,VW Polo,engine_overheat,2016,34.69174758818778
economy,petrol,2.1,2015,89960,E16896376o,VW Polo VI,engine_overheat,2018,42.60920957721811
standart,petrol,5.16,2012,22593,T17415608q,Renault Sandero,another_bug,2014,61.371515263893315
standart,petrol,5.4,2014,69549,d-2534590I,Renault Kaptur,another_bug,2016,65.24018947270245
standart,petrol,4.68,2015,76520,R-1068057n,Kia Sportage,break_bug,2018,36.84566866699445
economy,petrol,6.22,2012,22988,S-1965116I,Kia Rio,break_bug,2016,40.28629393837932
economy,petrol,4.0,2014,80212,K-8915465U,VW Polo VI,electro_bug,2017,30.71562962155682
economy,petrol,3.68,2013,46131,b-4266665E,Kia Rio X-line,gear_stick,2018,20.39467952195783
premium,electro,4.64,2016,98304,I13914989Z,Tesla Model 3,engine_ignition,2019,100.61894821986171
economy,petrol,3.34,2014,58608,m47130393l,Smart ForTwo,engine_overheat,2022,45.848822611508794
standart,petrol,6.26,2011,4367,f-2804472s,Renault Kaptur,engine_ignition,2019,49.87171383167051
premium,petrol,4.78,2015,75722,Q-7410329X,Audi A3,engine_overheat,2018,38.23921734497161
economy,petrol,4.12,2014,56308,d-1297927q,Hyundai Solaris,engine_check,2017,54.28817452099627
standart,petrol,4.96,2015,71528,v-1578970y,Renault Sandero,engine_overheat,2020,34.59791883118527
economy,petrol,2.4,2017,117105,Q14003835G,Smart Coupe,engine_ignition,2021,46.33045607481836
economy,petrol,4.12,2012,22767,f-1056352e,Hyundai Solaris,break_bug,2018,27.375649728797093
standart,petrol,2.6,2014,59042,W14646068A,Renault Kaptur,another_bug,2021,75.41087518413275
premium,electro,5.5,2013,41332,u-2070489i,Volkswagen ID.4 ,electro_bug,2018,48.812789183848416
economy,petrol,4.24,2017,129067,o-1593719v,Smart ForTwo,engine_fuel,2017,26.460872180277107
economy,petrol,4.48,2016,94443,C16363758Y,Smart ForTwo,electro_bug,2017,24.69660692315298
standart,petrol,6.72,2013,46602,C-4941408C,Nissan Qashqai,engine_check,2018,53.34838953543468
economy,petrol,3.94,2015,81129,i14933910A,Kia Rio X,engine_ignition,2018,47.29633523531651
economy,petrol,5.12,2015,74489,x-9374675c,VW Polo,engine_overheat,2017,26.987582402683294
economy,petrol,4.6,2014,59799,r-1475357U,Smart ForFour,break_bug,2020,36.16217869725766
standart,petrol,5.0,2015,80809,l12294446D,Renault Kaptur,another_bug,2017,83.101475268464
economy,petrol,3.72,2015,80822,X61893871I,Smart ForTwo,another_bug,2017,58.27531040708138
standart,petrol,2.54,2011,5477,p15777006h,Nissan Qashqai,electro_bug,2018,27.277863667007775
standart,petrol,4.6,2014,62700,w-8656872Z,Renault Sandero,engine_check,2021,45.55174603857917
economy,petrol,4.52,2013,48286,D66928361D,VW Polo,engine_fuel,2021,45.130957238842186
economy,petrol,7.54,2015,80710,j-1317678J,Kia Rio,another_bug,2015,65.23465338092593
economy,petrol,4.4,2014,55413,B-1975805X,Kia Rio X-line,break_bug,2017,23.354939311046238
economy,petrol,4.82,2011,12613,x-7526060y,Kia Rio X-line,gear_stick,2017,43.7970330194433
standart,petrol,5.42,2011,5819,v-1386883Q,Renault Sandero,engine_overheat,2020,28.56926871890492
standart,petrol,4.92,2014,62218,A-1463575c,Renault Sandero,engine_check,2019,48.79566399854529
economy,petrol,4.4,2012,24461,p-3553707D,Kia Rio X,wheel_shake,2018,26.52652655687931
standart,petrol,4.34,2012,26336,w-9263433r,Renault Sandero,another_bug,2020,58.13673297093501
economy,petrol,3.6,2011,7238,w19872753k,Kia Rio X-line,engine_check,2017,49.48988696492215
economy,petrol,3.48,2015,84729,M10807027o,VW Polo,electro_bug,2014,27.2915541805766
economy,petrol,4.42,2017,119510,C-7911141r,VW Tiguan,engine_check,2019,55.476529936517274
economy,petrol,4.38,2013,43138,g12484323a,VW Tiguan,electro_bug,2020,35.60248299320407
premium,petrol,4.58,2013,41338,s-1960417S,Audi Q3,engine_check,2017,65.79021224180968
economy,petrol,5.64,2012,20652,a-8546767B,VW Polo VI,engine_check,2014,53.8485810022926
economy,petrol,4.34,2016,116594,Z-8212382G,Smart ForTwo,another_bug,2018,84.41842683005476
standart,petrol,3.36,2012,26471,F93868144g,Renault Sandero,break_bug,2020,30.795595780171958
standart,petrol,3.8,2013,40382,u79013135M,Renault Kaptur,engine_fuel,2020,27.117700530126044
economy,petrol,4.1,2014,59634,m28011734J,VW Polo VI,engine_fuel,2017,27.170042112320616
economy,petrol,4.52,2015,74201,T-2012068H,VW Polo,another_bug,2017,76.39456506007203
standart,petrol,6.6,2011,6542,C-2143786U,Renault Sandero,engine_fuel,2017,25.053113597228812
economy,petrol,4.68,2013,41765,x-2141235A,Smart Coupe,break_bug,2019,43.95799015672808
economy,petrol,2.66,2015,79590,w38704997k,Hyundai Solaris,another_bug,2022,69.16742667559924
economy,petrol,3.18,2016,94185,b44994738S,Smart ForTwo,engine_check,2017,49.52679821153334
standart,petrol,2.32,2015,80696,J44930122W,Kia Sportage,break_bug,2018,29.98404397642293
economy,petrol,3.7,2012,18288,R14058273F,VW Polo,break_bug,2015,34.40315866966541
premium,electro,2.86,2016,95173,g32852591N,Volkswagen ID.4 ,engine_check,2019,79.40080954813894
standart,petrol,4.7,2015,83852,G85830221c,Kia Sportage,engine_ignition,2019,52.52215582418637
economy,petrol,2.98,2016,115362,Y-1582411z,Smart ForFour,engine_ignition,2015,57.81101811523059
business,petrol,4.34,2013,39275,D10434254T,Mercedes-Benz GLC,engine_overheat,2018,57.40568779942322
economy,petrol,4.98,2014,61474,R-1143403S,Smart ForFour,wheel_shake,2018,29.780348322653197
standart,petrol,3.56,2015,72243,Q14512280H,Kia Sportage,electro_bug,2016,31.528504788527897
economy,petrol,4.1,2016,93199,N18887406C,Skoda Rapid,wheel_shake,2019,27.107018700558253
economy,petrol,4.08,2013,44676,v14387491a,Kia Rio X-line,engine_ignition,2020,51.13254108051462
standart,petrol,4.34,2014,63740,S18780622c,Kia Sportage,engine_ignition,2020,57.98163355578865
economy,petrol,3.5,2017,122283,K20448785V,Smart ForFour,engine_fuel,2018,35.05149714671733
standart,petrol,3.2,2011,5802,a87403235S,Renault Sandero,engine_overheat,2017,42.060801740246056
business,petrol,7.4,2011,12491,I-1075712g,Mini Cooper,another_bug,2020,82.89429962198167
economy,petrol,3.62,2015,80340,N-1087986g,Kia Rio X,another_bug,2021,60.93631306137891
standart,petrol,4.16,2014,58200,c95874857y,Nissan Qashqai,engine_ignition,2016,64.88849956141692
business,petrol,4.36,2014,60420,g25517695C,Mercedes-Benz E200,engine_overheat,2020,44.16273349627425
economy,petrol,4.36,2011,7998,R-1442786V,VW Polo VI,engine_check,2020,57.79361664044873
premium,electro,5.44,2015,75113,g-2283000q,Tesla Model 3,gear_stick,2020,47.94998156997609
standart,petrol,5.42,2011,3429,I-9353552N,Renault Sandero,engine_overheat,2019,30.260671314250676
economy,petrol,4.58,2015,87819,n-1751164y,Smart ForTwo,gear_stick,2017,26.451407918052404
standart,petrol,5.06,2013,43142,y-6871732c,Renault Kaptur,engine_overheat,2016,30.028723535900024
economy,petrol,3.26,2012,23215,A96730234u,Kia Rio X-line,engine_ignition,2016,55.41514016205613
economy,petrol,6.02,2017,127810,E-2364794p,Smart Coupe,engine_ignition,2020,44.07953496397698
economy,petrol,3.62,2014,64602,a22064292L,Smart Coupe,another_bug,2021,67.67179683491186
business,petrol,5.08,2013,38678,j-1774967Z,Mercedes-Benz E200,engine_check,2016,51.950887341754246
economy,petrol,5.08,2015,89729,T83338145S,Smart ForFour,engine_overheat,2017,29.197324010572153
economy,petrol,2.0,2015,82218,Z10584890Y,Kia Rio X,engine_fuel,2017,33.86601932838482
standart,petrol,3.66,2012,22990,i21617445N,Renault Sandero,engine_check,2018,50.38776854870464
business,petrol,2.74,2013,40716,r21240148Z,Fiat 500,gear_stick,2020,42.69528670633556
economy,petrol,3.96,2011,1319,d13892145k,VW Polo VI,wheel_shake,2015,29.7075572245698
standart,petrol,4.82,2011,7037,p-1641833m,Renault Kaptur,electro_bug,2016,27.021702509225143
business,electro,4.08,2012,19131,N10423478l,MINI CooperSE,break_bug,2018,45.657020212317875
economy,petrol,3.8,2015,86316,z14656246B,VW Polo VI,engine_check,2020,54.32857167123887
economy,petrol,4.82,2015,90474,X45507052P,Smart ForTwo,electro_bug,2015,30.70275758047073
economy,petrol,4.96,2016,95216,w-1247054B,Smart ForFour,gear_stick,2022,25.111609005482475
economy,petrol,5.38,2017,114016,k-7428263u,Smart ForTwo,engine_fuel,2020,26.781027568192947
business,petrol,4.0,2013,43345,I-1834975z,Mercedes-Benz GLC,electro_bug,2021,37.342413217525376
standart,petrol,5.02,2014,61649,G-1211626R,Kia Sportage,another_bug,2020,65.83564883998598
economy,petrol,4.42,2017,110284,X12788823V,Skoda Rapid,another_bug,2021,62.16393760467254
standart,petrol,4.46,2015,91587,c-1552425b,Kia Sportage,gear_stick,2016,40.50853342373339
economy,petrol,5.32,2015,84936,w-2122585e,Smart Coupe,electro_bug,2016,38.80930779683537
economy,petrol,3.74,2013,41366,x11964154C,Hyundai Solaris,electro_bug,2018,29.76327941545155
economy,petrol,2.26,2012,29307,X21759757Y,Kia Rio X,engine_ignition,2019,54.3850125689053
economy,petrol,2.64,2015,97573,g16808805U,Kia Rio,another_bug,2016,53.25567018562679
standart,petrol,4.46,2015,79278,t15817307U,Renault Kaptur,engine_check,2019,76.28594932899057
standart,petrol,4.08,2014,66550,K12580160n,Kia Sportage,gear_stick,2021,33.82749206064873
economy,petrol,5.06,2016,106027,t20645918R,Smart Coupe,another_bug,2020,65.07720547026226
economy,petrol,4.0,2014,66762,v24501032Z,Smart ForFour,engine_ignition,2020,64.77035431235845
economy,petrol,6.1,2014,63024,r-1234134E,Kia Rio X-line,gear_stick,2016,31.355995660438367
economy,petrol,3.16,2015,74617,F-4368553P,Kia Rio X,gear_stick,2016,25.550226303671675
standart,petrol,2.6,2013,37289,e19460921k,Renault Kaptur,break_bug,2018,26.56319071729945
economy,petrol,3.46,2011,7092,l60900580P,VW Polo,break_bug,2015,24.314889773231503
economy,petrol,1.82,2011,1423,z13283849d,VW Polo,break_bug,2020,34.66087709731739
business,petrol,3.82,2015,79890,h11730518w,BMW 320i,engine_fuel,2020,39.21530183248329
economy,petrol,3.36,2013,40577,G19948827y,Smart ForTwo,another_bug,2019,75.18306656660944
economy,petrol,4.72,2011,925,L-1528963w,Kia Rio,break_bug,2017,28.104089595059104
standart,petrol,5.68,2013,40935,h-5894617f,Kia Sportage,engine_ignition,2017,52.67000700833837
standart,petrol,5.4,2014,63713,s-4342091J,Renault Kaptur,another_bug,2016,54.94681285408962
standart,petrol,3.84,2014,58745,d19132071d,Nissan Qashqai,engine_overheat,2017,44.70185423226142
economy,petrol,3.1,2017,122589,r43274910O,Skoda Rapid,break_bug,2019,35.62049208130718
economy,petrol,6.44,2014,69401,e-9096071i,Kia Rio,electro_bug,2014,36.678709831637455
economy,petrol,3.74,2015,92728,d-8576748Q,Smart ForFour,gear_stick,2019,23.215587012847436
economy,petrol,2.88,2014,59469,z91796444U,Kia Rio,gear_stick,2014,34.4314363308844
economy,petrol,3.16,2015,82226,T17230987N,Hyundai Solaris,break_bug,2015,24.876102399409753
economy,petrol,4.22,2015,84857,F12654866z,Smart ForTwo,engine_overheat,2020,46.085103548570274
economy,petrol,5.42,2015,90838,w-1757702F,Smart ForFour,another_bug,2016,58.87173388084509
economy,petrol,4.5,2017,129698,b-1234099Q,Smart Coupe,engine_overheat,2017,29.31597038943828
economy,petrol,2.6,2014,55318,v21855739r,Hyundai Solaris,wheel_shake,2022,33.084835103172985
standart,petrol,4.0,2013,42627,y-9963220p,Kia Sportage,gear_stick,2018,38.67109302188688
standart,petrol,4.04,2011,1592,e47564578c,Renault Kaptur,gear_stick,2019,28.991320987605828
standart,petrol,5.12,2012,28735,A-1925405h,Nissan Qashqai,engine_overheat,2016,43.71520793738884
economy,petrol,4.26,2016,93838,W-5904057t,VW Tiguan,break_bug,2020,45.38953676206677
business,petrol,4.36,2011,1108,K-1675111t,Mercedes-Benz E200,engine_check,2017,76.48823480253375
economy,petrol,3.14,2012,25098,H97009055R,VW Polo VI,another_bug,2015,66.14044986155344
economy,petrol,4.12,2013,44204,I19047773k,VW Polo VI,wheel_shake,2018,30.09466587866876
standart,petrol,3.54,2012,26463,e-9386234g,Renault Kaptur,another_bug,2020,86.38088040295531
standart,petrol,4.54,2013,43158,Q42074100L,Kia Sportage,engine_ignition,2015,50.44407806531728
standart,petrol,5.24,2014,56573,n-4539806B,Kia Sportage,engine_check,2019,41.08283731897784
business,electro,3.96,2012,26159,g-4536331j,MINI CooperSE,gear_stick,2015,45.24559666280946
economy,petrol,3.36,2015,75010,o65053979S,Skoda Rapid,electro_bug,2018,31.00968452348136
standart,petrol,4.7,2011,391,i-1648732d,Renault Kaptur,break_bug,2016,26.904678886912137
standart,petrol,3.74,2013,38579,e16769908F,Renault Kaptur,engine_check,2018,66.17846932267541
