car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_reg,target_class,year_to_work
economy,petrol,3.94,2013,38668,y-2178923H,Kia Rio,0,electro_bug,2020
economy,petrol,4.18,2016,92973,m73284992F,Smart ForTwo,0,wheel_shake,2017
standart,petrol,3.58,2013,46708,l21968436d,Renault Sandero,0,engine_ignition,2017
economy,petrol,4.62,2014,65184,Z-2537370X,Smart Coupe,0,another_bug,2018
standart,petrol,3.64,2014,66866,t17276860j,Kia Sportage,0,engine_ignition,2016
standart,petrol,2.76,2012,19709,y33047270r,Renault Sandero,2,gear_stick,2016
economy,petrol,4.44,2017,135192,e48349275H,Smart Coupe,0,gear_stick,2018
economy,petrol,5.14,2015,73604,J-2076735y,Smart ForFour,0,gear_stick,2017
economy,petrol,4.68,2015,81567,b-9079908N,Hyundai Solaris,0,another_bug,2022
economy,petrol,4.24,2013,40772,H73023939E,Kia Rio,1,engine_ignition,2016
standart,petrol,3.74,2013,43393,q92579907V,Nissan Qashqai,0,engine_ignition,2020
economy,petrol,4.12,2017,128012,Z94669875T,Smart ForTwo,0,engine_ignition,2017
economy,petrol,3.16,2014,62576,M86375856k,VW Tiguan,1,engine_check,2021
economy,petrol,3.18,2013,44792,c23067621B,Kia Rio X-line,0,break_bug,2017
standart,petrol,4.78,2015,90263,L-1838617u,Nissan Qashqai,0,engine_ignition,2022
standart,petrol,5.56,2012,21395,N-6929570j,Kia Sportage,0,engine_overheat,2018
economy,petrol,4.58,2014,56907,s-1063517N,Kia Rio X-line,0,break_bug,2020
economy,petrol,3.82,2013,44337,a68025486E,Kia Rio X-line,0,electro_bug,2017
economy,petrol,5.9,2013,41179,q-4068323Z,Kia Rio X-line,0,electro_bug,2020
standart,petrol,4.12,2015,73441,V15348382y,Renault Sandero,1,engine_overheat,2018
standart,petrol,5.72,2013,42570,x-1172003m,Kia Sportage,2,another_bug,2017
standart,petrol,3.72,2012,23929,Q10654514V,Kia Sportage,0,engine_fuel,2018
economy,petrol,3.26,2014,60524,u14532736a,Smart ForFour,1,engine_overheat,2021
standart,petrol,4.94,2014,67924,A-3425095J,Renault Sandero,2,engine_overheat,2021
economy,petrol,5.22,2014,55824,F-1854480x,Kia Rio X-line,0,engine_check,2019
economy,petrol,4.52,2014,63914,C-1953190j,Kia Rio X,0,wheel_shake,2018
economy,petrol,4.44,2013,40968,l41267361i,Smart Coupe,1,engine_overheat,2019
economy,petrol,3.52,2012,26352,N90091958O,Kia Rio,0,electro_bug,2017
standart,petrol,2.4,2015,81614,z20306091J,Renault Sandero,1,engine_fuel,2017
business,petrol,3.28,2012,22674,F94970727I,Fiat 500,0,engine_ignition,2016
economy,petrol,4.38,2016,95641,V40334761U,Smart Coupe,4,electro_bug,2020
economy,petrol,5.9,2011,6550,B-2214084P,Kia Rio X,0,wheel_shake,2020
economy,petrol,4.56,2015,82940,q-1404140E,VW Tiguan,0,electro_bug,2021
economy,petrol,4.66,2017,122882,A-3681208u,Smart ForFour,0,engine_ignition,2021
business,petrol,4.62,2014,63872,M14830267a,Mercedes-Benz E200,0,gear_stick,2015
economy,petrol,4.76,2014,56384,i-1101173g,VW Tiguan,0,wheel_shake,2020
economy,petrol,4.3,2015,86900,l-7821340d,VW Polo,0,engine_ignition,2017
economy,petrol,3.5,2017,120386,I18827052n,Smart ForTwo,0,wheel_shake,2018
economy,petrol,1.78,2011,430,Z14111948t,VW Polo,0,engine_overheat,2016
economy,petrol,2.1,2015,89960,E16896376o,VW Polo VI,2,engine_overheat,2018
standart,petrol,5.16,2012,22593,T17415608q,Renault Sandero,0,another_bug,2014
standart,petrol,5.4,2014,69549,d-2534590I,Renault Kaptur,0,another_bug,2016
standart,petrol,4.68,2015,76520,R-1068057n,Kia Sportage,0,break_bug,2018
economy,petrol,6.22,2012,22988,S-1965116I,Kia Rio,1,break_bug,2016
economy,petrol,4.0,2014,80212,K-8915465U,VW Polo VI,2,electro_bug,2017
economy,petrol,3.68,2013,46131,b-4266665E,Kia Rio X-line,1,gear_stick,2018
premium,electro,4.64,2016,98304,I13914989Z,Tesla Model 3,0,engine_ignition,2019
economy,petrol,3.34,2014,58608,m47130393l,Smart ForTwo,0,engine_overheat,2022
standart,petrol,6.26,2011,4367,f-2804472s,Renault Kaptur,0,engine_ignition,2019
premium,petrol,4.78,2015,75722,Q-7410329X,Audi A3,0,engine_overheat,2018
economy,petrol,4.12,2014,56308,d-1297927q,Hyundai Solaris,0,engine_check,2017
standart,petrol,4.96,2015,71528,v-1578970y,Renault Sandero,0,engine_overheat,2020
economy,petrol,2.4,2017,117105,Q14003835G,Smart Coupe,0,engine_ignition,2021
economy,petrol,4.12,2012,22767,f-1056352e,Hyundai Solaris,0,break_bug,2018
standart,petrol,2.6,2014,59042,W14646068A,Renault Kaptur,0,another_bug,2021
premium,electro,5.5,2013,41332,u-2070489i,Volkswagen ID.4 ,0,electro_bug,2018
economy,petrol,4.24,2017,129067,o-1593719v,Smart ForTwo,0,engine_fuel,2017
economy,petrol,4.48,2016,94443,C16363758Y,Smart ForTwo,0,electro_bug,2017
standart,petrol,6.72,2013,46602,C-4941408C,Nissan Qashqai,0,engine_check,2018
economy,petrol,3.94,2015,81129,i14933910A,Kia Rio X,1,engine_ignition,2018
economy,petrol,5.12,2015,74489,x-9374675c,VW Polo,0,engine_overheat,2017
economy,petrol,4.6,2014,59799,r-1475357U,Smart ForFour,0,break_bug,2020
standart,petrol,5.0,2015,80809,l12294446D,Renault Kaptur,1,another_bug,2017
economy,petrol,3.72,2015,80822,X61893871I,Smart ForTwo,0,another_bug,2017
standart,petrol,2.54,2011,5477,p15777006h,Nissan Qashqai,0,electro_bug,2018
standart,petrol,4.6,2014,62700,w-8656872Z,Renault Sandero,0,engine_check,2021
economy,petrol,4.52,2013,48286,D66928361D,VW Polo,0,engine_fuel,2021
economy,petrol,7.54,2015,80710,j-1317678J,Kia Rio,2,another_bug,2015
economy,petrol,4.4,2014,55413,B-1975805X,Kia Rio X-line,0,break_bug,2017
economy,petrol,4.82,2011,12613,x-7526060y,Kia Rio X-line,1,gear_stick,2017
standart,petrol,5.42,2011,5819,v-1386883Q,Renault Sandero,0,engine_overheat,2020
standart,petrol,4.92,2014,62218,A-1463575c,Renault Sandero,0,engine_check,2019
economy,petrol,4.4,2012,24461,p-3553707D,Kia Rio X,1,wheel_shake,2018
standart,petrol,4.34,2012,26336,w-9263433r,Renault Sandero,3,another_bug,2020
economy,petrol,3.6,2011,7238,w19872753k,Kia Rio X-line,0,engine_check,2017
economy,petrol,3.48,2015,84729,M10807027o,VW Polo,1,electro_bug,2014
economy,petrol,4.42,2017,119510,C-7911141r,VW Tiguan,3,engine_check,2019
economy,petrol,4.38,2013,43138,g12484323a,VW Tiguan,0,electro_bug,2020
premium,petrol,4.58,2013,41338,s-1960417S,Audi Q3,0,engine_check,2017
economy,petrol,5.64,2012,20652,a-8546767B,VW Polo VI,0,engine_check,2014
economy,petrol,4.34,2016,116594,Z-8212382G,Smart ForTwo,0,another_bug,2018
standart,petrol,3.36,2012,26471,F93868144g,Renault Sandero,0,break_bug,2020
standart,petrol,3.8,2013,40382,u79013135M,Renault Kaptur,0,engine_fuel,2020
economy,petrol,4.1,2014,59634,m28011734J,VW Polo VI,1,engine_fuel,2017
economy,petrol,4.52,2015,74201,T-2012068H,VW Polo,0,another_bug,2017
standart,petrol,6.6,2011,6542,C-2143786U,Renault Sandero,0,engine_fuel,2017
economy,petrol,4.68,2013,41765,x-2141235A,Smart Coupe,1,break_bug,2019
economy,petrol,2.66,2015,79590,w38704997k,Hyundai Solaris,0,another_bug,2022
economy,petrol,3.18,2016,94185,b44994738S,Smart ForTwo,0,engine_check,2017
standart,petrol,2.32,2015,80696,J44930122W,Kia Sportage,0,break_bug,2018
economy,petrol,3.7,2012,18288,R14058273F,VW Polo,0,break_bug,2015
premium,electro,2.86,2016,95173,g32852591N,Volkswagen ID.4 ,1,engine_check,2019
standart,petrol,4.7,2015,83852,G85830221c,Kia Sportage,0,engine_ignition,2019
economy,petrol,2.98,2016,115362,Y-1582411z,Smart ForFour,0,engine_ignition,2015
business,petrol,4.34,2013,39275,D10434254T,Mercedes-Benz GLC,0,engine_overheat,2018
economy,petrol,4.98,2014,61474,R-1143403S,Smart ForFour,0,wheel_shake,2018
standart,petrol,3.56,2015,72243,Q14512280H,Kia Sportage,0,electro_bug,2016
economy,petrol,4.1,2016,93199,N18887406C,Skoda Rapid,0,wheel_shake,2019
economy,petrol,4.08,2013,44676,v14387491a,Kia Rio X-line,0,engine_ignition,2020
standart,petrol,4.34,2014,63740,S18780622c,Kia Sportage,0,engine_ignition,2020
economy,petrol,3.5,2017,122283,K20448785V,Smart ForFour,0,engine_fuel,2018
standart,petrol,3.2,2011,5802,a87403235S,Renault Sandero,0,engine_overheat,2017
business,petrol,7.4,2011,12491,I-1075712g,Mini Cooper,1,another_bug,2020
economy,petrol,3.62,2015,80340,N-1087986g,Kia Rio X,0,another_bug,2021
standart,petrol,4.16,2014,58200,c95874857y,Nissan Qashqai,0,engine_ignition,2016
business,petrol,4.36,2014,60420,g25517695C,Mercedes-Benz E200,0,engine_overheat,2020
economy,petrol,4.36,2011,7998,R-1442786V,VW Polo VI,0,engine_check,2020
premium,electro,5.44,2015,75113,g-2283000q,Tesla Model 3,0,gear_stick,2020
standart,petrol,5.42,2011,3429,I-9353552N,Renault Sandero,0,engine_overheat,2019
economy,petrol,4.58,2015,87819,n-1751164y,Smart ForTwo,1,gear_stick,2017
standart,petrol,5.06,2013,43142,y-6871732c,Renault Kaptur,1,engine_overheat,2016
economy,petrol,3.26,2012,23215,A96730234u,Kia Rio X-line,2,engine_ignition,2016
economy,petrol,6.02,2017,127810,E-2364794p,Smart Coupe,1,engine_ignition,2020
economy,petrol,3.62,2014,64602,a22064292L,Smart Coupe,1,another_bug,2021
business,petrol,5.08,2013,38678,j-1774967Z,Mercedes-Benz E200,0,engine_check,2016
economy,petrol,5.08,2015,89729,T83338145S,Smart ForFour,0,engine_overheat,2017
economy,petrol,2.0,2015,82218,Z10584890Y,Kia Rio X,0,engine_fuel,2017
standart,petrol,3.66,2012,22990,i21617445N,Renault Sandero,0,engine_check,2018
business,petrol,2.74,2013,40716,r21240148Z,Fiat 500,0,gear_stick,2020
economy,petrol,3.96,2011,1319,d13892145k,VW Polo VI,0,wheel_shake,2015
standart,petrol,4.82,2011,7037,p-1641833m,Renault Kaptur,0,electro_bug,2016
business,electro,4.08,2012,19131,N10423478l,MINI CooperSE,0,break_bug,2018
economy,petrol,3.8,2015,86316,z14656246B,VW Polo VI,0,engine_check,2020
economy,petrol,4.82,2015,90474,X45507052P,Smart ForTwo,0,electro_bug,2015
economy,petrol,4.96,2016,95216,w-1247054B,Smart ForFour,0,gear_stick,2022
economy,petrol,5.38,2017,114016,k-7428263u,Smart ForTwo,0,engine_fuel,2020
business,petrol,4.0,2013,43345,I-1834975z,Mercedes-Benz GLC,0,electro_bug,2021
standart,petrol,5.02,2014,61649,G-1211626R,Kia Sportage,0,another_bug,2020
economy,petrol,4.42,2017,110284,X12788823V,Skoda Rapid,2,another_bug,2021
standart,petrol,4.46,2015,91587,c-1552425b,Kia Sportage,0,gear_stick,2016
economy,petrol,5.32,2015,84936,w-2122585e,Smart Coupe,0,electro_bug,2016
economy,petrol,3.74,2013,41366,x11964154C,Hyundai Solaris,1,electro_bug,2018
economy,petrol,2.26,2012,29307,X21759757Y,Kia Rio X,0,engine_ignition,2019
economy,petrol,2.64,2015,97573,g16808805U,Kia Rio,0,another_bug,2016
standart,petrol,4.46,2015,79278,t15817307U,Renault Kaptur,0,engine_check,2019
standart,petrol,4.08,2014,66550,K12580160n,Kia Sportage,0,gear_stick,2021
economy,petrol,5.06,2016,106027,t20645918R,Smart Coupe,0,another_bug,2020
economy,petrol,4.0,2014,66762,v24501032Z,Smart ForFour,0,engine_ignition,2020
economy,petrol,6.1,2014,63024,r-1234134E,Kia Rio X-line,2,gear_stick,2016
economy,petrol,3.16,2015,74617,F-4368553P,Kia Rio X,2,gear_stick,2016
standart,petrol,2.6,2013,37289,e19460921k,Renault Kaptur,0,break_bug,2018
economy,petrol,3.46,2011,7092,l60900580P,VW Polo,0,break_bug,2015
economy,petrol,1.82,2011,1423,z13283849d,VW Polo,0,break_bug,2020
business,petrol,3.82,2015,79890,h11730518w,BMW 320i,0,engine_fuel,2020
economy,petrol,3.36,2013,40577,G19948827y,Smart ForTwo,0,another_bug,2019
economy,petrol,4.72,2011,925,L-1528963w,Kia Rio,0,break_bug,2017
standart,petrol,5.68,2013,40935,h-5894617f,Kia Sportage,0,engine_ignition,2017
standart,petrol,5.4,2014,63713,s-4342091J,Renault Kaptur,0,another_bug,2016
standart,petrol,3.84,2014,58745,d19132071d,Nissan Qashqai,0,engine_overheat,2017
economy,petrol,3.1,2017,122589,r43274910O,Skoda Rapid,0,break_bug,2019
economy,petrol,6.44,2014,69401,e-9096071i,Kia Rio,0,electro_bug,2014
economy,petrol,3.74,2015,92728,d-8576748Q,Smart ForFour,0,gear_stick,2019
economy,petrol,2.88,2014,59469,z91796444U,Kia Rio,0,gear_stick,2014
economy,petrol,3.16,2015,82226,T17230987N,Hyundai Solaris,0,break_bug,2015
economy,petrol,4.22,2015,84857,F12654866z,Smart ForTwo,0,engine_overheat,2020
economy,petrol,5.42,2015,90838,w-1757702F,Smart ForFour,0,another_bug,2016
economy,petrol,4.5,2017,129698,b-1234099Q,Smart Coupe,0,engine_overheat,2017
economy,petrol,2.6,2014,55318,v21855739r,Hyundai Solaris,0,wheel_shake,2022
standart,petrol,4.0,2013,42627,y-9963220p,Kia Sportage,0,gear_stick,2018
standart,petrol,4.04,2011,1592,e47564578c,Renault Kaptur,0,gear_stick,2019
standart,petrol,5.12,2012,28735,A-1925405h,Nissan Qashqai,1,engine_overheat,2016
economy,petrol,4.26,2016,93838,W-5904057t,VW Tiguan,0,break_bug,2020
business,petrol,4.36,2011,1108,K-1675111t,Mercedes-Benz E200,0,engine_check,2017
economy,petrol,3.14,2012,25098,H97009055R,VW Polo VI,0,another_bug,2015
economy,petrol,4.12,2013,44204,I19047773k,VW Polo VI,1,wheel_shake,2018
standart,petrol,3.54,2012,26463,e-9386234g,Renault Kaptur,0,another_bug,2020
standart,petrol,4.54,2013,43158,Q42074100L,Kia Sportage,0,engine_ignition,2015
standart,petrol,5.24,2014,56573,n-4539806B,Kia Sportage,0,engine_check,2019
business,electro,3.96,2012,26159,g-4536331j,MINI CooperSE,0,gear_stick,2015
economy,petrol,3.36,2015,75010,o65053979S,Skoda Rapid,0,electro_bug,2018
standart,petrol,4.7,2011,391,i-1648732d,Renault Kaptur,0,break_bug,2016
standart,petrol,3.74,2013,38579,e16769908F,Renault Kaptur,1,engine_check,2018
economy,petrol,3.74,2015,76975,F16255698J,Kia Rio X,0,engine_ignition,2014
economy,petrol,5.74,2017,131085,F-4400642b,VW Tiguan,2,gear_stick,2020
economy,petrol,5.02,2013,46281,X-2198546w,Smart ForFour,0,wheel_shake,2019
economy,petrol,4.06,2017,132475,G62687264j,Skoda Rapid,0,engine_check,2020
economy,petrol,5.02,2015,83919,c11345351C,Kia Rio X,1,another_bug,2019
standart,petrol,4.48,2013,46303,o-1192530z,Renault Sandero,0,engine_fuel,2016
economy,petrol,3.08,2016,103543,M-4222158J,Smart ForFour,0,wheel_shake,2020
economy,petrol,4.64,2011,3491,I-3923390F,VW Polo,3,gear_stick,2019
economy,petrol,3.88,2015,88560,O-4279569M,VW Polo VI,0,gear_stick,2016
economy,petrol,3.34,2014,66772,H16125822e,Smart ForFour,0,engine_check,2016
economy,petrol,2.98,2015,79303,o86542160V,Hyundai Solaris,1,gear_stick,2016
economy,petrol,4.2,2014,65872,G13398649k,VW Polo,0,engine_ignition,2017
economy,petrol,5.32,2014,62350,t-8913790b,Kia Rio X-line,1,break_bug,2020
economy,petrol,4.8,2015,89009,h-1723876L,VW Polo,0,engine_ignition,2019
premium,petrol,3.36,2015,85135,a11345005q,Audi A4,1,engine_ignition,2018
standart,petrol,3.98,2013,38717,b11565616J,Renault Kaptur,0,engine_fuel,2019
economy,petrol,4.6,2017,124126,I-1647122N,VW Tiguan,0,break_bug,2020
business,petrol,5.94,2014,62312,s-1143093p,Fiat 500,2,break_bug,2020
standart,petrol,4.56,2015,92775,j39765515y,Kia Sportage,0,break_bug,2016
economy,petrol,6.28,2012,23147,F-1742867J,Kia Rio,0,engine_ignition,2016
economy,petrol,4.96,2014,65370,H-1333142D,Kia Rio X-line,0,engine_overheat,2016
economy,petrol,3.62,2014,61312,s22685968d,Skoda Rapid,0,electro_bug,2018
standart,petrol,5.9,2014,64192,Z-3081671k,Nissan Qashqai,1,another_bug,2016
premium,petrol,5.62,2016,99699,h-2832462V,Audi A3,1,engine_ignition,2017
economy,petrol,3.88,2012,21650,n46152009j,Kia Rio X,0,break_bug,2019
economy,petrol,4.56,2013,36218,A41423630m,VW Tiguan,0,another_bug,2020
economy,petrol,3.68,2014,67385,q14945093N,VW Polo VI,0,wheel_shake,2018
economy,petrol,3.88,2017,106430,F72202302t,Smart ForTwo,0,engine_check,2019
economy,petrol,3.84,2017,112576,w23811317g,Smart Coupe,0,electro_bug,2018
economy,petrol,4.26,2017,110513,l21849080k,Skoda Rapid,0,break_bug,2017
economy,petrol,3.18,2015,78583,s54993523h,Smart Coupe,0,another_bug,2015
standart,petrol,6.24,2014,61969,y-1123775i,Renault Kaptur,0,gear_stick,2016
economy,petrol,3.12,2016,104999,v-3129503S,VW Tiguan,3,engine_ignition,2021
economy,petrol,1.78,2011,5986,M14149808l,Kia Rio X,3,electro_bug,2014
economy,petrol,4.36,2013,45168,V-2109665o,Kia Rio,0,engine_fuel,2019
economy,petrol,3.98,2013,47147,M20404037C,Kia Rio X,0,engine_check,2015
business,petrol,5.06,2012,19825,b-1571829x,Mercedes-Benz E200,2,gear_stick,2020
economy,petrol,3.84,2013,41816,i10002840y,VW Tiguan,0,electro_bug,2018
economy,petrol,4.52,2013,44955,A12420027c,Smart ForFour,0,another_bug,2020
economy,petrol,4.88,2014,60965,Q-1710310B,VW Polo,1,engine_fuel,2021
economy,petrol,4.32,2011,2383,s16958043k,VW Polo VI,0,gear_stick,2016
standart,petrol,5.56,2015,83397,Y-1266722f,Renault Kaptur,0,electro_bug,2016
economy,petrol,5.02,2015,72982,d10076210Q,Hyundai Solaris,0,engine_overheat,2020
economy,petrol,4.04,2014,63167,H10820003r,Kia Rio X,0,engine_ignition,2019
economy,petrol,3.22,2017,112114,W10593018G,Skoda Rapid,0,engine_check,2017
economy,petrol,4.64,2015,84095,s-5287107D,Kia Rio,1,wheel_shake,2016
standart,petrol,2.96,2011,4379,U66280408d,Renault Kaptur,0,break_bug,2018
economy,petrol,5.02,2014,57906,D-1146124x,VW Polo VI,0,another_bug,2020
economy,petrol,4.34,2016,109272,k-5059454A,Smart ForFour,0,engine_check,2019
premium,electro,4.16,2014,56026,P78941617w,Tesla Model 3,0,engine_fuel,2018
standart,petrol,4.04,2011,5270,X84104929Z,Kia Sportage,0,engine_check,2019
economy,petrol,4.66,2011,4219,Q-2259244S,Kia Rio X-line,0,engine_fuel,2019
economy,petrol,4.92,2017,130293,D-7559160p,Smart ForTwo,0,gear_stick,2016
economy,petrol,2.02,2012,22163,h13839988K,Kia Rio X,0,break_bug,2019
economy,petrol,4.2,2015,79899,H72631192M,Kia Rio X,0,engine_fuel,2020
economy,petrol,4.72,2016,98453,L-4889905g,VW Tiguan,1,wheel_shake,2020
economy,petrol,4.44,2017,113777,z21607339H,Smart Coupe,0,wheel_shake,2017
economy,petrol,5.74,2014,56089,p-3327570V,Skoda Rapid,1,break_bug,2019
business,petrol,3.66,2017,121293,g12467053Z,BMW 320i,0,engine_overheat,2018
economy,petrol,5.44,2017,124513,O-5258966R,VW Tiguan,0,gear_stick,2020
business,petrol,4.46,2015,80359,N21846215c,Mini Cooper,0,engine_ignition,2019
economy,petrol,5.1,2013,42334,W23785130R,Hyundai Solaris,0,another_bug,2017
economy,petrol,4.64,2013,44116,k64987032M,Smart ForTwo,1,electro_bug,2020
standart,petrol,4.8,2014,67989,r-1560829H,Kia Sportage,0,engine_overheat,2018
economy,petrol,4.02,2015,79308,i-2453146k,Skoda Rapid,0,engine_overheat,2017
standart,petrol,5.16,2011,3356,O-1114284b,Renault Kaptur,0,engine_overheat,2022
economy,petrol,3.9,2015,88518,m20786215a,Smart Coupe,0,engine_ignition,2021
economy,petrol,3.78,2013,38272,n20592045x,VW Polo VI,0,gear_stick,2014
standart,petrol,5.86,2012,25686,I-2189520Y,Nissan Qashqai,0,engine_overheat,2017
economy,petrol,3.0,2013,54518,z73740510r,VW Tiguan,0,wheel_shake,2022
economy,petrol,3.86,2015,88481,H22026851l,Kia Rio X,0,engine_check,2017
economy,petrol,3.64,2013,44794,E51339321G,Smart Coupe,0,another_bug,2021
economy,petrol,5.24,2015,83472,F-5963184s,VW Polo VI,0,gear_stick,2018
economy,petrol,4.96,2015,77223,k27919049d,Skoda Rapid,2,electro_bug,2015
economy,petrol,4.28,2012,20622,c33662054g,VW Polo VI,0,break_bug,2018
standart,petrol,3.0,2015,73263,S12759270J,Nissan Qashqai,0,engine_ignition,2015
economy,petrol,5.44,2015,72820,M-1009693J,Kia Rio,0,electro_bug,2020
economy,petrol,2.74,2017,128991,H82330164N,Smart ForFour,1,engine_check,2016
economy,petrol,4.82,2013,39096,Q-1696362K,Skoda Rapid,0,gear_stick,2018
economy,petrol,5.02,2014,59340,a-1300283K,Kia Rio X-line,0,engine_ignition,2017
economy,petrol,3.4,2011,1772,f11377802P,VW Polo VI,0,engine_ignition,2020
economy,petrol,2.9,2012,25992,F93749838u,Hyundai Solaris,2,engine_fuel,2017
economy,petrol,4.56,2011,4195,r-4630038Z,VW Polo VI,0,engine_ignition,2017
economy,petrol,4.04,2015,77050,d13287541C,VW Polo,0,wheel_shake,2017
standart,petrol,4.12,2013,43014,n12600427T,Kia Sportage,0,engine_check,2020
economy,petrol,5.1,2014,62001,N-1766675j,Kia Rio X,0,gear_stick,2022
standart,petrol,1.3,2014,61406,R22962581A,Nissan Qashqai,0,engine_check,2021
standart,petrol,3.68,2015,79925,m14976299n,Renault Sandero,0,another_bug,2021
premium,petrol,4.68,2016,109582,K25148748I,Audi Q3,0,engine_fuel,2019
economy,petrol,4.96,2012,21181,D-1038999X,Kia Rio X-line,0,engine_ignition,2016
standart,petrol,4.8,2012,21755,H-2121225S,Renault Kaptur,0,engine_check,2022
economy,petrol,3.28,2015,74615,F17991047v,Kia Rio,0,break_bug,2016
business,electro,4.22,2015,87789,U10000525B,MINI CooperSE,0,engine_fuel,2015
economy,petrol,4.04,2014,69081,U92034837a,Hyundai Solaris,2,electro_bug,2019
economy,petrol,4.3,2013,36546,e47878499e,VW Polo VI,0,engine_check,2018
economy,petrol,3.24,2016,100060,y15784992m,Smart Coupe,0,engine_overheat,2017
economy,petrol,4.02,2013,42984,Q19568266H,VW Polo,0,break_bug,2015
standart,petrol,4.12,2012,20833,L-5185142t,Renault Sandero,0,engine_fuel,2018
economy,petrol,5.14,2013,43994,F-1306753r,Smart Coupe,0,engine_overheat,2017
business,petrol,3.9,2011,10940,E22476230A,Fiat 500,0,engine_overheat,2018
economy,petrol,4.24,2015,77989,g-1001106Y,Skoda Rapid,0,engine_fuel,2020
standart,petrol,4.52,2015,75040,y-1918667p,Renault Sandero,0,engine_fuel,2015
economy,petrol,4.56,2016,110234,e41548122F,Smart ForTwo,1,electro_bug,2017
economy,petrol,4.68,2014,56978,m-8421500s,Smart ForTwo,2,another_bug,2015
economy,petrol,6.72,2013,50542,d-1191791F,Smart ForTwo,3,break_bug,2016
premium,petrol,3.84,2013,45028,i-6826693r,Audi A4,0,electro_bug,2022
premium,petrol,3.98,2016,110689,a-3508437r,Audi A4,0,another_bug,2018
standart,petrol,4.28,2012,22122,n10768003a,Nissan Qashqai,0,engine_ignition,2021
economy,petrol,5.02,2014,69070,Q-6236402F,Kia Rio,0,break_bug,2020
